ids,w2clsids,schids,ctyids,w2frame,w2subsample,w2cogscore,w2cog3pl,w2chn,w2upchn,w2mat,w2upmat,w2eng,w2upeng,w2a01,w2a02,w2a03,w2a05,w2a0701,w2a0702,w2a0703,w2a0704,w2a0705,w2a0706,w2a0707,w2a0708,w2a0801,w2a0801a,w2a0802,w2a0802a,w2a0802b,w2a0802c01,w2a0802c02,w2a0802c03,w2a0803,w2a0803a,w2a0804,w2a0804a,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a24,w2a27,w2a28,w2a29,w2a30,w2a31,w2a32,w2b1401,w2b1402,w2b1403,w2b1404,w2b1405,w2b1406,w2b15,w2b16,w2b18,w2b19,w2b20,w2b21,,w2ba01,w2ba0201,w2ba0202,w2ba0203,w2ba0204,w2ba0205,w2ba0206,w2ba0207,w2ba0208,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1401a,w2ba1402,w2ba1402a,w2ba1403,w2ba1403a,w2ba1404,w2ba1404a,w2ba1405,w2ba1405a,w2ba1500,w2ba1501,w2ba1501a,w2ba1502,w2ba1502a,w2ba1503,w2ba1503a,w2ba1504,w2ba1504a,w2ba1505,w2ba1505a,w2ba1600,w2ba1601,w2ba1601a,w2ba1602,w2ba1602a,w2ba1603,w2ba1603a,w2ba1604,w2ba1604a,w2ba1605,w2ba1605a,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba22,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb1401,w2bb1402,w2bb1403,w2bb1404,w2bb1405,w2bb1406,w2bb1407,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc01a,w2bc0201,w2bc0202,w2bc0203,w2bc0203a,w2bc0204,w2bc0205,w2bc09,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2be25,w2be33,w2be34,w2be35,w2be36
15284,355,92,23,3,3,5,-2.060772896,66,150,4,150,42,150,1,3,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,3,1,2,1,1,1,1,1,1,1,2,2,3,3,6,4,4,3,6,8,4,0,0,1,0,1,0,2,1,5,6,7,4,,2,1,1,0,0,0,0,0,0,6,3,,0,1,1,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,1,1,2,0,,0,,0,,2,3,3,3,3,2,4,2,0,1,3,3,2,3,3,6,4,3,0,0,0,0,0,1,1,3,3,3,3,1,1,,1,0,0,,0,0,4,1,,1,1,3,1,3,6,8,1,1,3,1,3,3,8,3,2,3,1,1,1,2
15285,355,92,23,3,3,22,0.422789007,108,150,120,150,104,150,1,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,,,,,,,2,2,2,2,1,1,1,1,3,3,6,2,7,3,1,7,3,1,1,1,0,0,0,2,2,7,1,7,3,,1,0,1,0,0,1,0,0,0,6,,5,0,1,1,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,0,,1,1,0,,0,,3,3,2,1,3,2,3,1,10000,1,2,1,2,2,8,13,7,3,0,0,0,0,0,1,0,3,3,3,3,1,1,,1,0,0,,0,0,1,,1,6,1,1,2,3,3,6,1,1,1,2,3,3,6,3,2,3,1,2,1,2
15286,,92,23,3,3,0,,,150,,150,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15287,355,92,23,3,3,29,1.301849961,101,150,113,150,115,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,2,7,2,9,7,3,1,1,0,0,0,0,2,2,7,9,7,3,,1,1,1,0,0,0,0,0,0,6,2,1,0,1,1,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,1,1,1,0,,0,,0,,3,3,3,3,3,3,4,1,4500,1,2,3,3,3,6,9,7,3,1,1,0,0,0,0,0,3,3,3,3,1,1,,0,0,0,,0,1,,1,3,1,1,3,2,3,6,13,1,1,3,1,3,3,6,2,2,2,1,4,1,2
15288,355,92,23,3,3,34,1.923069954,102,150,129,150,112,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,1,2,2,2,1,3,2,3,2,3,3,3,2,3,3,6,2,7,1,9,5,4,1,0,0,0,1,0,2,5,7,9,5,4,,1,1,1,0,0,0,0,0,0,6,2,1,0,1,20,1,20,0,,0,,0,,0,1,10,1,10,0,,0,,0,,0,1,3,1,10,0,,0,,0,,3,2,2,2,3,2,2,1,6000,1,3,2,2,2,7,4,4,3,1,1,0,0,1,1,0,3,3,3,3,1,1,1512,1,0,0,,0,0,,1,3,1,1,3,1,1,4,8,1,1,3,1,3,4,13,2,2,2,2,1,2,1
15289,355,92,23,3,3,34,1.923069954,107,150,113,150,119,150,1,3,1,2,1,1,0,0,0,0,1,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,6,2,7,2,2,6,3,1,0,0,0,1,0,2,2,7,2,5,3,,2,1,1,0,0,1,0,0,0,6,3,4,0,1,5,1,5,1,2,0,,1,8,0,1,1,1,1,1,2,0,,0,,0,1,2,1,2,1,1,0,,0,,3,3,3,3,3,3,4,1,10000,1,2,3,3,3,6,2,6,3,0,0,0,1,0,1,0,3,3,3,3,1,1,,0,0,0,,0,1,,1,3,1,1,3,1,3,8,2,1,1,3,1,3,6,2,3,2,3,1,5,2,2
15290,355,92,23,3,3,22,0.372150004,114,150,82,150,132,150,2,3,1,2,1,1,0,0,0,1,1,0,0,,1,2007,3,0,0,1,0,,0,,2,1,3,2,1,1,1,1,2,2,2,2,1,1,1,1,3,3,2,2,8,4,6,6,3,1,0,1,0,1,1,2,5,8,6,6,4,,1,1,1,0,0,0,1,1,0,6,6,5,0,1,2,1,2,0,,0,,0,,0,1,1,0,,0,,0,,0,,0,1,1,1,1,0,,0,,0,,3,3,1,1,1,1,4,1,5400,1,2,2,2,2,8,6,6,3,0,0,0,1,0,1,1,3,3,3,3,1,1,1350,0,0,0,,0,1,1,2,3,4,1,3,1,2,8,12,1,1,3,2,2,7,12,4,2,4,4,5,1,3
15291,355,92,23,3,3,33,0.77521801,104,150,94,150,133,150,1,3,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,6,2,8,3,1,4,3,1,0,0,0,0,1,2,5,8,4,6,3,,1,1,1,0,0,1,0,0,0,6,3,2,0,1,1,1,6,0,,0,,0,,0,1,1,1,2,0,,0,,0,,0,1,1,1,2,0,,0,,0,,3,2,2,2,3,3,4,1,0,1,2,2,2,2,8,1,4,3,1,1,1,0,0,1,0,3,3,3,3,1,1,615,1,0,0,,0,0,1,1,2,1,1,2,1,3,7,2,1,1,2,1,3,6,12,3,2,3,1,4,1,2
15292,355,92,23,3,3,21,-0.317795008,93,150,32,150,61,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,2,2,2,1,3,1,3,1,3,2,3,3,3,6,3,8,3,5,6,3,1,0,0,0,1,0,2,1,8,6,6,3,,2,1,1,0,0,0,0,0,0,6,2,4,0,0,,1,2,0,,0,,0,,0,1,1,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,3,3,3,2,3,2,4,1,12000,1,3,3,3,3,7,6,6,4,0,1,0,0,0,1,1,3,3,3,3,1,1,0,1,0,0,,0,0,1,1,2,1,1,2,1,3,8,2,1,1,2,1,3,7,13,3,2,3,1,4,1,2
15293,355,92,23,3,3,34,1.661277056,108,150,103,150,125,150,1,3,1,1,1,1,0,0,0,0,1,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,3,3,3,2,3,1,2,1,3,3,3,3,3,6,2,8,4,1,4,4,1,0,1,0,0,0,2,2,8,3,6,4,,2,1,1,0,0,0,0,0,0,6,3,4,0,0,,1,3,0,,0,,0,,0,0,,1,3,0,,0,,0,,0,1,1,1,2,0,,0,,1,1,2,3,3,3,3,3,4,1,10000,1,3,3,3,3,9,1,7,3,1,0,0,0,0,1,0,3,3,3,3,1,1,,1,0,0,,0,0,,1,3,1,1,3,1,3,6,2,1,1,3,1,3,4,6,2,2,2,1,4,1,1
15294,355,92,23,3,3,28,0.761476994,120,150,103,150,140,150,1,3,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,6,1,8,2,3,6,4,1,0,0,1,0,1,2,1,8,1,6,3,,1,0,0,0,0,0,1,0,0,6,2,2,0,0,,0,,0,,1,2,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,3,2,4,1,3000,1,3,3,2,3,8,4,6,4,0,1,0,0,0,0,0,,,,,,,,1,0,0,,0,0,,1,3,1,1,3,2,1,9,3,1,1,,1,1,8,6,3,2,3,1,4,1,2
15296,355,92,23,3,3,28,0.478888005,99,150,110,150,99,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,3,2,3,2,3,2,3,2,3,3,3,6,2,7,3,4,3,3,0,0,1,0,1,0,2,2,7,4,3,3,,2,1,1,0,0,0,0,0,0,6,3,2,0,1,2,1,4,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,1,1,2,0,,0,,0,,3,3,2,2,3,2,4,2,0,1,3,3,3,3,7,4,4,3,1,1,0,1,0,1,0,3,3,3,3,1,1,,0,0,0,,1,0,1,1,3,1,1,3,1,3,3,6,1,1,3,1,3,3,6,2,2,2,1,2,2,1
15297,355,92,23,3,3,32,1.005149007,83,150,122,150,37,150,1,3,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9,4,11,7,3,0,0,1,1,1,0,2,1,9,2,7,3,,1,1,1,0,0,0,0,0,0,6,,1,0,1,5,1,3,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,1,3,3,3,2,0,0,3,2,3,1,9,11,3,4,1,1,0,0,0,1,0,3,3,3,3,1,1,,0,1,0,,0,0,1,2,1,1,1,1,2,3,3,9,1,1,1,2,3,3,12,1,1,1,1,4,1,2
15298,355,92,23,3,3,31,1.361773014,115,150,79,150,59,150,1,2,1,1,1,1,0,0,0,1,0,0,0,,1,2003,1,0,0,1,0,,0,,2,2,3,2,2,3,2,3,1,2,1,2,1,2,1,2,2,2,6,3,7,3,14,6,3,1,0,0,0,1,0,2,7,7,11,6,,,2,1,0,0,0,0,1,0,0,6,,1,0,1,2,1,5,0,,0,,0,,0,1,1,1,1,0,,0,,0,,0,0,,1,,0,,0,,0,,3,3,3,3,3,3,4,1,2400,1,3,3,2,3,8,2,7,3,0,1,0,0,0,1,1,,,,,,,,1,0,0,,0,0,,1,2,1,1,3,1,3,8,5,1,1,3,1,3,8,5,3,2,3,1,4,1,2
15299,355,92,23,3,3,29,0.745334029,117,150,103,150,119,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,1,2,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,6,1,7,5,3,6,3,0,0,0,0,1,1,2,2,7,5,6,3,,2,1,0,0,0,0,0,0,0,6,2,1,0,0,,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,1,0,,0,,0,,0,,2,2,2,2,3,3,2,2,0,1,3,2,2,3,7,4,7,4,1,1,0,0,0,1,1,3,3,3,3,1,1,1070,,,,,,,,1,3,1,1,3,1,1,4,,1,1,3,1,3,7,13,3,2,3,1,4,2,2
15300,355,92,23,3,3,24,0.139895007,100,150,73,150,143,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,6,2,9,3,5,4,4,1,0,1,0,1,1,2,7,9,5,4,4,,2,1,0,0,0,0,0,0,0,6,3,4,0,1,2,1,4,0,,0,,1,1,0,1,2,1,2,0,,0,,0,,0,1,1,1,1,0,,0,,0,,2,2,2,2,2,2,4,1,,1,3,2,1,2,9,11,4,4,1,1,0,1,0,1,1,3,3,1,3,1,1,,0,0,0,,0,1,,1,3,1,1,3,1,1,8,1,1,1,3,1,3,5,13,3,2,3,1,4,1,2
15301,356,92,23,3,3,25,0.899655998,106.5,150,110,150,93.5,150,2,3,1,1,1,0,0,0,0,1,0,0,0,,1,2003,1,0,0,1,0,,0,,2,2,2,2,2,1,3,2,2,2,1,3,1,3,1,3,1,2,6,2,6,1,5,6,2,0,1,0,0,0,0,,1,7,2,6,3,,1,1,0,0,0,0,1,0,0,6,3,1,0,1,23,1,23,1,23,1,23,1,12,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,3,3,3,4,2,0,1,,,,,8,3,4,4,0,0,0,0,0,1,0,3,3,3,3,1,1,,0,0,0,,0,1,2,2,1,1,1,1,2,3,3,12,1,1,1,2,3,5,12,3,2,2,5,1,1,2
15302,356,92,23,3,3,33,1.246399999,121.5,150,105,150,115.5,150,1,3,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,1,2,3,3,2,2,2,2,2,2,2,2,3,3,6,2,7,3,14,8,2,1,0,1,1,1,0,2,2,6,11,2,3,,1,0,1,0,0,0,1,0,0,6,3,1,0,1,2,1,3,0,,1,3,0,,0,1,2,0,,0,,0,,0,,0,1,1,0,,0,,0,,0,,2,2,2,2,3,2,4,1,1500,1,2,2,1,2,7,1,3,3,1,1,0,0,0,1,0,3,3,3,3,1,1,840,1,0,0,,0,0,1,2,2,1,2,2,2,3,7,3,1,2,2,2,3,3,7,2,1,2,1,4,1,1
15303,356,92,23,3,3,22,0.153463006,99.5,150,91,150,84,150,2,2,1,2,1,1,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,3,3,3,3,3,2,3,2,3,2,3,1,3,2,3,6,2,7,3,4,4,3,1,0,0,0,0,0,2,5,7,3,4,3,,2,1,1,0,0,1,1,0,0,6,2,1,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,3,2,3,3,4,1,3000,1,3,3,2,3,8,4,3,2,1,1,1,1,0,1,1,3,3,3,3,1,1,850,1,0,0,,0,0,1,2,2,1,1,2,2,1,9,2,1,1,2,2,3,7,5,3,2,3,1,4,1,2
15304,356,92,23,3,3,8,-0.763424993,110,150,114,150,128.5,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,1,1,3,1,2,2,2,3,2,3,2,3,2,3,2,3,3,3,6,1,9,3,5,6,4,1,0,0,0,0,1,2,1,9,5,6,4,,2,1,1,0,0,0,1,0,0,6,2,2,0,0,,1,,0,,1,,0,,0,1,1,0,,1,1,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,2,1,1,,0,2,2,2,2,9,5,7,4,1,1,1,1,0,1,0,3,3,3,3,1,1,40,1,0,0,,0,0,,1,3,1,1,3,,1,6,2,1,1,3,,3,6,2,3,2,3,1,3,1,2
15305,356,92,23,3,3,0,,95,150,65,150,38,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,6,2,3,0,1,,1,,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,,1,,0,,0,,0,,2,3,3,2,2,2,4,2,0,1,3,3,3,3,9,4,4,4,0,0,0,0,0,1,0,3,3,3,3,1,1,799,1,0,0,,0,1,1,2,1,1,1,1,2,3,2,8,1,1,1,2,3,2,7,2,2,1,1,1,2,2
15306,356,92,23,3,3,11,-1.170799017,44,150,12,150,39.5,150,1,2,1,1,,,,,,,,,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,5,9,4,4,3,,2,1,1,0,0,0,1,0,0,6,3,3,0,0,,1,6,0,,1,2,0,,0,0,,1,5,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,2,2,3,3,2,2,0,,3,3,3,3,7,13,7,3,1,1,1,1,0,1,1,3,3,3,3,1,1,,1,0,0,,0,0,,1,2,1,2,2,1,3,9,3,1,1,2,1,1,7,5,3,2,3,1,4,,2
15307,356,92,23,3,3,33,1.669105053,116,150,128,150,130.5,150,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,6,1,7,1,2,4,3,1,0,1,1,0,0,2,2,8,2,7,3,,1,1,1,0,0,0,1,0,0,6,3,4,0,0,,1,5,0,,1,2,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,3,3,3,4,1,2000,1,3,3,3,3,7,2,4,3,1,1,1,1,0,1,1,3,3,3,3,1,1,1050,1,0,0,,0,0,,1,2,1,1,2,1,3,6,8,1,1,2,1,3,3,7,3,2,3,1,2,1,2
15308,356,92,23,3,3,25,0.446496993,106,150,89,150,111.5,150,1,3,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,6,3,7,3,3,4,2,1,0,0,0,0,0,2,2,7,3,4,3,,2,1,1,0,0,1,0,0,0,4,3,4,0,1,2,1,4,0,,0,,0,,0,1,1,1,3,0,,0,,0,,0,0,,0,,1,2,0,,0,,3,3,3,3,3,2,4,1,5000,1,3,2,3,3,8,12,6,4,1,1,0,0,0,1,0,,,,,,,1050,1,0,0,,0,0,,1,2,1,2,2,2,3,7,2,1,1,2,1,3,7,5,3,2,3,2,4,1,2
15309,356,92,23,3,3,29,0.568436027,100,150,129,150,122.5,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,6,2,7,2,6,4,4,1,0,1,1,1,1,2,1,7,3,6,3,,2,1,1,0,0,0,0,0,0,6,3,4,0,1,,1,,0,,0,,0,,0,1,1,0,,0,,0,,0,,0,1,,1,,0,,0,,0,,2,2,2,2,2,2,4,1,2500,1,2,2,3,3,9,3,4,4,0,0,0,0,0,1,0,3,3,3,3,1,1,,0,0,0,,0,1,,1,3,1,1,3,1,3,8,2,1,1,3,1,3,3,9,3,2,3,1,4,2,2
15310,356,92,23,3,3,21,0.026647,80.5,150,18,150,44.5,150,1,3,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,3,2,3,2,3,2,3,2,2,2,6,3,5,3,9,7,4,0,0,0,0,0,1,2,2,8,9,7,4,,1,1,0,0,0,0,0,0,0,6,3,2,0,1,2,0,,0,,0,,0,,0,1,1,0,,0,,0,,0,,0,1,2,0,,0,,0,,0,,2,2,2,2,3,2,2,2,0,,2,2,2,2,5,6,7,3,0,0,0,0,0,1,0,3,3,3,3,1,1,,1,0,0,,0,0,4,1,3,1,1,3,1,,3,7,1,2,3,2,3,2,7,3,2,3,1,4,1,2
15312,356,92,23,3,3,31,1.266988039,115.5,150,108,150,120,150,1,3,1,1,0,1,0,0,0,1,0,0,0,,1,2006,2,0,0,1,0,,0,,2,2,2,2,2,2,3,3,1,2,1,2,1,3,1,3,1,3,6,1,8,3,3,6,3,1,1,1,0,1,0,2,1,8,2,6,3,,2,0,1,0,0,0,1,0,0,6,3,3,0,0,,1,3,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,2,2,3,3,2,1,5500,1,2,2,3,2,8,4,6,3,1,1,0,1,0,1,1,3,3,3,3,1,1,600,0,0,0,,0,1,,1,3,1,1,3,1,3,8,6,1,1,3,1,3,8,4,3,2,3,1,4,1,2
15313,356,92,23,3,3,24,0.525519013,99,150,87,150,94.5,150,1,3,1,2,1,1,0,0,0,0,1,0,,,,,,,,,,,,,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,3,7,3,13,7,4,1,0,0,0,1,1,2,2,7,13,7,4,,1,1,1,0,0,0,0,0,0,6,1,4,0,0,,1,1,0,,0,,0,,0,1,2,0,,0,,0,,0,,0,1,,1,,0,,0,,0,,2,2,2,2,3,3,4,1,8000,1,2,3,2,3,7,13,4,4,1,1,0,1,0,1,0,3,3,3,3,1,1,0,0,0,0,,0,1,1,2,1,1,1,1,2,3,3,12,1,1,1,2,3,3,12,4,2,4,1,5,2,2
15314,356,92,23,3,3,31,1.177047014,113,150,87,150,118.5,150,1,2,1,1,0,1,0,0,0,0,0,0,0,,1,,2,1,0,0,0,,0,,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,6,1,7,1,4,8,2,0,0,0,0,1,0,2,1,7,6,5,4,,2,0,1,0,0,0,0,0,0,6,1,1,0,0,,1,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,3,3,1,1,1,3,2,0,1,1,2,2,1,8,4,7,1,1,1,1,1,1,1,1,,,,,,,,1,0,0,,0,0,,1,2,4,2,4,,1,,1,1,1,2,1,3,4,14,3,2,3,1,4,1,2
15315,356,92,23,3,3,23,0.699599028,96.5,150,47,150,83,150,1,3,1,1,0,1,0,0,0,0,0,0,0,,1,,2,0,0,1,0,,0,,2,2,2,2,3,2,2,2,,3,,2,,2,,1,2,3,6,2,6,3,5,7,3,1,0,0,0,1,0,2,1,6,5,5,4,,2,0,1,0,0,0,0,0,0,6,1,1,0,0,,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,3,2,3,2,2,1,4000,1,2,3,3,2,6,5,4,3,1,1,0,0,0,1,1,3,3,3,3,1,1,900,1,0,0,,0,0,4,,3,1,,3,,3,3,14,1,1,2,1,3,6,7,2,1,2,1,4,2,1
15316,356,92,23,3,3,31,1.237409949,117,150,104,150,136,150,1,3,1,1,0,1,0,0,0,1,0,0,1,2,0,,,,,,0,,0,,2,1,3,2,3,2,3,3,3,3,2,3,1,2,2,3,3,3,6,1,9,2,1,6,4,1,0,1,0,1,0,2,2,9,1,6,4,,2,0,1,0,0,0,1,0,0,6,3,4,0,0,,1,2,0,,1,2,0,,1,0,,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,3,2,3,3,3,3,6,1,4000,1,3,3,3,3,9,1,5,4,1,1,0,1,0,1,0,3,3,3,3,1,1,,0,0,0,,0,1,,1,3,1,2,3,2,1,8,2,1,1,3,2,1,8,13,3,2,3,1,4,1,2
15317,356,92,23,3,3,34,1.616718054,124,150,135,150,143,150,1,,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,6,1,7,1,3,7,4,0,0,0,1,0,0,2,1,7,3,7,4,,2,1,0,0,0,0,0,0,0,6,2,1,0,0,,1,12,0,,0,,0,,0,1,3,0,,0,,0,,0,,0,1,1,1,2,0,,0,,0,,2,2,2,2,3,3,1,1,800,1,3,3,3,3,7,4,7,3,1,1,0,1,0,1,0,3,3,3,3,1,1,950,1,0,0,,0,0,,1,3,1,1,3,1,1,8,4,1,1,3,1,3,4,5,3,2,3,1,4,1,1
15318,356,92,23,3,3,31,1.078438044,103.5,150,88,150,97.5,150,1,3,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,6,2,7,2,2,4,3,1,1,1,1,1,0,2,5,9,1,6,4,,2,1,1,0,0,0,1,0,0,6,4,4,0,1,2,1,6,0,,1,4,0,,0,1,2,1,4,0,,0,,0,,0,1,2,1,6,0,,1,4,0,,2,2,2,2,3,3,4,1,4500,1,3,3,3,3,7,4,4,3,0,0,0,0,0,1,0,,,,,,,,,,,,,,,1,2,1,1,3,1,3,4,3,1,1,3,2,3,4,6,3,2,3,1,4,1,2
15319,356,92,23,3,3,15,-0.406542003,116,150,98,150,119.5,150,2,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,7,3,9,4,3,1,0,1,1,0,0,2,2,7,9,4,3,,1,1,1,0,0,0,0,0,0,5,3,4,0,1,1,1,1,0,,1,4,0,,0,0,,1,1,0,,0,,0,,0,0,,0,,0,,1,,0,,2,2,2,2,2,2,4,1,4000,1,2,2,2,2,8,5,4,3,1,1,0,1,0,1,1,3,3,3,3,1,1,312,0,0,0,,0,1,1,2,3,1,1,3,2,3,6,12,1,1,1,2,3,6,12,3,2,3,1,4,1,2
15320,356,92,23,3,3,31,0.810559988,121,150,114,150,127,150,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,3,3,3,1,2,3,2,3,2,3,2,3,2,3,6,1,8,2,1,4,3,1,0,0,0,1,0,2,5,8,11,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15321,356,92,23,3,3,19,0.000804,109.5,150,80,150,95,150,1,3,1,1,1,0,0,0,0,0,0,0,0,,1,,1,0,0,1,0,,0,,2,,2,3,2,3,3,3,2,,2,2,2,3,2,3,2,2,6,3,7,4,4,4,3,1,0,0,0,1,0,2,1,7,6,4,3,,1,1,0,0,0,0,1,0,0,6,1,2,0,1,3,0,,0,,1,4,0,,0,1,2,0,,0,,0,,0,,0,1,1,0,,0,,0,,0,,2,2,2,2,2,2,4,1,6000,1,3,3,3,3,6,4,4,3,1,0,0,0,0,0,1,3,3,3,3,1,1,,0,0,0,,0,1,,1,3,1,1,3,1,3,3,12,1,1,,1,3,3,,3,2,3,1,2,1,2
15322,356,92,23,3,3,27,0.998148024,104,150,82,150,87.5,150,1,3,1,2,1,0,0,1,0,0,1,0,0,,0,,,,,,0,,1,1,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,6,2,10,3,13,7,4,0,0,0,1,1,1,2,2,7,13,4,3,,1,1,0,0,1,0,0,1,0,6,3,2,0,1,1,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,1,1,1,0,,0,,1,1,2,2,2,2,2,2,4,1,4000,1,2,2,2,2,7,13,7,4,1,1,0,0,0,1,1,3,3,3,3,1,1,1000,0,0,1,0,0,0,,1,3,1,1,3,1,3,3,3,1,1,3,1,3,3,13,3,2,3,2,4,1,2
