w2cog3pl,w2stdchn,w2stdmat,w2stdeng,w2stdtotal,w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a27,w2a28,w2a29,w2a32,w2b18,w2b19,w2b20,w2b21,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1402,w2ba1403,w2ba1404,w2ba1405,w2ba1500,w2ba1501,w2ba1502,w2ba1503,w2ba1504,w2ba1505,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc0201,w2bc0202,w2bc0203,w2bc0204,w2bc0205,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2ba09,w2ba10
0.191198006,0.366553124,-2.071683752,-2.111750427,-2.169690972,0,0,1,1,1,0,2,2,2,2,3,2,2,3,1,2,2,3,1,2,3,3,3,5,2,2,3,8,7,2,6,1,2,0,0,1,0,0,0,1,0,0,0,0,0,3,2,2,2,3,3,4,1,,2,2,2,2,3,8,7,2,,,,,,,1,0,0,0,0,1,3,1,1,3,1,3,3,9,1,1,3,1,3,3,9,3,0,1,0
-0.508363008,-2.183406442,0.482366144,-2.133681541,-2.103514303,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,2,7,1,4,9,9,5,4,4,4,6,0,1,1,0,1,0,1,0,0,0,0,0,3,1,1,3,1,1,1,0,2,3,1,3,3,9,3,6,3,2,2,3,3,1,1,1,0,0,0,0,1,3,1,1,3,1,1,9,2,1,1,3,1,1,9,3,5,1,0,1
-0.035666,-0.876441133,-0.303730928,-2.287199335,0.3377557,0,0,1,1,1,0,3,2,1,3,1,2,2,2,2,2,1,1,1,1,3,3,4,10,1,4,5,13,7,4,6,1,2,0,0,0,0,1,0,0,0,0,1,0,0,2,2,2,1,3,3,4,1,1,2,2,3,3,3,2,3,3,3,2,3,3,1,1,1,0,0,0,0,1,3,1,1,1,1,3,3,8,1,1,1,1,3,3,12,5,0,1,1
0.082446001,0.611609119,-2.408436671,0.804714839,-2.245321451,0,0,0,1,1,0,2,2,2,2,3,3,2,2,2,2,1,2,1,2,2,2,3,5,3,3,6,5,3,3,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,1,2,2,3,8,3,3,3,3,3,3,1,1,,,,,,1,3,1,2,3,1,3,5,12,1,2,2,1,3,3,12,3,1,1,0
0.70084703,0.348838843,0.706527829,0.432258738,0.571913903,0,0,0,1,1,0,3,2,1,2,3,1,2,2,2,2,1,1,2,2,3,3,2,6,2,3,7,11,2,3,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,2,1,2,1,1,2,2,2,2,9,4,3,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,6,2,1,1,1,1,1,3,2,3,1,1,0
1.068346024,0.838950834,0.790716059,-0.24760578,0.430106754,0,0,1,1,1,0,3,2,3,2,3,2,1,3,2,3,2,3,3,3,2,3,2,7,2,3,7,5,4,3,6,2,3,0,0,1,0,1,0,1,0,0,0,0,0,2,2,2,3,3,2,4,0,1,2,3,3,3,9,4,7,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,2,10,1,1,1,1,3,2,10,3,1,1,1
1.382933021,1.247377492,0.496057255,0.037498695,0.515191044,1,0,1,1,1,0,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,7,2,4,7,3,4,4,6,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3,3,2,3,3,2,4,1,1,2,2,3,2,8,4,4,3,3,3,3,3,1,1,1,0,0,0,0,2,1,1,1,1,2,3,3,8,1,1,1,2,3,3,9,2,1,1,0
1.336915016,1.002321497,0.916998403,0.629638759,0.90279725,0,0,1,1,1,0,3,3,2,3,2,2,2,3,2,2,2,3,1,3,2,2,2,7,3,3,7,4,3,2,6,3,3,0,1,1,0,0,0,0,1,1,0,0,0,2,2,2,3,3,3,4,1,1,3,2,3,3,8,9,3,3,3,1,3,3,2,1,0,0,0,0,1,1,1,1,1,1,1,3,5,2,1,1,1,1,3,5,5,2,1,0,0
0.623543024,0.920636165,0.916998403,-0.795883618,0.269391986,0,0,0,1,0,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,3,3,2,6,2,2,6,10,5,2,5,2,3,0,1,0,0,0,0,0,1,0,0,0,0,3,3,3,2,3,3,1,1,1,2,2,2,2,6,10,5,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,7,1,2,1,1,3,3,7,3,1,1,0
0.634894013,0.593894838,0.790716059,-0.050225759,0.458468184,0,0,1,1,1,0,3,3,2,2,3,2,2,1,1,3,3,3,2,3,2,2,2,5,3,3,6,4,4,3,4,3,3,1,0,0,0,0,0,1,0,0,0,0,0,3,3,2,3,3,3,4,0,1,2,2,2,2,5,4,4,3,3,3,3,3,1,1,0,0,0,0,1,1,3,1,2,3,1,3,3,2,1,2,3,1,3,3,7,,1,1,1
0.833248019,0.838950834,-0.009072124,0.585403704,-0.505820427,0,1,0,1,1,0,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,6,3,3,6,6,5,3,5,3,3,0,1,1,0,1,0,0,1,1,0,0,0,3,3,3,3,3,3,2,1,1,3,2,3,3,7,6,2,3,1,1,1,1,2,2,0,0,0,0,1,1,1,1,1,1,1,3,3,8,1,1,1,1,3,3,8,3,1,1,0
1.213935971,0.67558017,0.580245484,0.914743235,0.798805341,0,0,1,1,1,0,3,3,3,2,1,1,3,2,2,1,1,1,1,1,3,3,1,7,2,3,7,1,3,3,6,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,,,,2,2,2,1,1,3,2,2,3,7,1,3,4,1,1,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,14,1,1,1,1,3,3,14,3,1,1,1
0.525969028,0.757265502,0.790716059,0.563845419,0.760990101,0,0,1,1,1,0,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,3,1,7,3,3,7,4,3,3,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,1,2,1,1,7,4,3,3,3,3,3,3,1,1,1,0,0,0,0,1,1,1,2,1,1,3,2,9,1,2,1,1,3,3,9,3,1,1,1
0.484744996,1.329062824,-0.472107387,-0.554641369,-0.15602946,0,0,1,1,0,1,3,2,3,2,3,3,1,1,1,1,1,2,1,1,2,1,2,3,1,2,6,3,6,3,5,2,2,0,0,1,0,0,0,1,0,0,0,0,0,3,2,3,2,3,3,2,0,1,2,2,2,1,7,4,6,2,3,3,3,3,1,1,0,0,0,0,1,1,3,1,1,3,1,3,2,12,1,1,3,1,3,8,12,3,0,0,0
0.725207984,1.002321497,0.664433714,0.125223149,0.571913903,0,0,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,7,3,3,7,4,3,3,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2,2,2,2,5,1,0,1,1,1,1,6,4,3,3,3,3,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,3,3,12,1,1,1,1,3,3,12,3,0,0,0
1.225401044,0.920636165,0.706527829,-0.116019099,0.467921994,0,0,1,0,1,0,3,3,3,2,3,3,1,3,1,3,1,3,1,1,3,3,1,7,4,2,6,2,6,2,6,3,2,0,0,1,1,0,0,0,0,0,1,0,0,2,2,2,2,3,3,4,0,1,2,2,3,3,7,4,5,3,3,3,3,3,1,1,1,0,1,0,0,1,1,1,,4,1,3,2,14,1,1,1,1,3,2,9,2,1,1,1
1.376883984,-0.059587816,1.211657207,0.914370406,-0.307290419,0,0,1,1,1,0,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,7,4,3,5,13,3,2,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2,1,2,1,5,1,2,1,2,1,2,6,1,3,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,8,1,1,1,1,3,2,9,3,1,1,1
1.154273987,1.002321497,0.580245484,-0.839745845,0.118131027,0,0,1,1,1,0,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,3,2,7,2,3,7,5,6,3,6,3,3,0,1,1,0,1,1,0,1,0,0,0,0,2,2,2,2,2,2,4,0,1,2,2,2,2,7,13,7,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,6,14,1,1,1,1,3,6,2,3,1,1,1
1.746672034,0.838950834,0.664433714,0.278740944,0.600275333,1,0,1,1,1,0,3,2,2,2,3,1,3,3,2,2,3,3,1,1,3,3,1,7,4,2,6,4,3,3,6,1,2,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,4,1,0,3,3,3,3,9,3,7,2,3,3,3,3,1,1,0,0,0,0,1,2,1,1,1,1,2,3,3,12,1,1,1,1,3,2,12,3,1,1,0
1.631175995,1.655804151,1.001186633,0.848949894,1.186411547,1,0,1,0,,0,3,3,3,2,3,2,2,,2,,2,,2,,3,,1,7,2,3,7,4,3,3,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,2,2,2,2,2,4,1,0,2,2,2,1,7,1,3,3,3,3,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,3,2,8,,,,,,,,3,0,0,0
0.904311001,1.165692161,0.832810174,0.958605462,1.044604399,0,0,1,1,1,0,3,2,2,3,3,2,3,2,2,2,1,1,3,1,3,2,1,7,2,4,7,4,6,3,6,3,4,0,0,1,0,0,0,0,1,0,0,0,1,3,2,3,3,3,2,2,0,1,3,3,3,3,8,4,7,3,1,3,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,6,12,1,1,1,1,,3,,3,1,1,1
0.895365,0.103782848,0.790716059,-0.642365823,0.089769597,0,0,0,1,1,0,2,2,2,2,3,3,2,3,2,3,2,3,1,1,3,3,3,6,2,3,6,4,4,3,6,2,2,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,1,1,,2,2,2,2,3,2,3,3,,,,,,,1,0,0,0,0,1,1,1,1,1,1,3,3,10,1,1,1,1,3,3,10,2,1,1,1
1.526548982,1.655804151,0.790716059,0.914743235,1.120234878,0,0,1,1,1,1,2,2,2,2,3,3,1,2,1,2,1,2,1,2,1,3,1,7,3,3,7,11,6,3,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,2,3,3,5,1,1,1,2,1,1,7,11,3,3,1,1,1,1,2,1,0,0,0,0,1,1,1,1,1,1,1,3,6,13,1,1,1,1,3,3,13,2,1,0,1
0.752856016,0.267153511,-0.640483847,-0.971332526,-0.657081386,0,0,1,0,1,1,3,3,2,3,3,3,2,2,2,3,1,3,1,2,2,3,2,6,4,3,5,6,5,3,6,3,3,0,0,0,0,1,0,0,0,0,0,1,0,3,3,3,3,3,3,4,0,1,2,2,2,1,6,6,3,3,3,3,3,3,1,1,0,0,0,0,1,1,3,1,1,3,1,3,6,2,1,2,3,1,3,6,7,3,1,1,1
0.468937993,-0.386329143,0.790716059,0.409954796,-0.354559469,1,0,1,1,1,0,2,2,1,2,3,1,2,2,2,2,2,2,2,2,3,3,2,6,5,3,7,11,7,3,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,3,2,3,1,2,1,1,2,2,2,2,7,4,3,3,2,3,3,3,1,1,0,0,0,0,1,2,3,1,1,3,1,3,3,12,1,1,3,2,3,3,12,3,1,0,0
1.092406034,-0.222958479,0.327680795,0.49767925,-0.562543287,,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,4,9,5,2,10,3,7,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,1,3,1,2,0,0,2,2,2,3,6,5,4,3,3,3,3,,1,1,0,0,0,0,1,2,1,1,,1,2,,,12,1,,2,1,3,2,12,,1,1,1
1.439229965,1.329062824,0.832810174,0.015194753,0.231576746,0,0,0,1,0,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,3,3,2,7,4,1,7,12,1,3,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,2,3,3,3,1,1,2,2,1,2,6,12,,1,3,3,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,3,3,9,1,1,1,1,3,3,7,3,1,0,0
1.601840019,1.002321497,1.043280748,0.563845419,0.93115868,0,0,1,1,1,0,2,3,1,2,3,2,2,3,1,2,3,3,2,3,3,3,1,7,2,3,7,3,4,3,6,2,1,0,1,1,0,0,0,0,1,1,0,0,0,3,2,3,2,,2,2,1,,2,2,1,2,7,4,4,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,,3,3,8,1,1,1,1,3,3,9,3,1,1,0
0.41862601,0.430524175,0.832810174,0.563845419,0.704267242,1,0,1,1,0,0,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,2,7,3,4,7,12,7,4,6,2,2,0,0,1,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,0,1,3,2,2,2,7,4,7,3,3,3,3,3,1,1,0,0,0,0,1,2,1,8,1,1,2,3,6,2,8,1,1,2,3,3,9,2,1,0,0
1.422654986,0.593894838,0.790716059,0.716990385,-0.260021369,0,0,1,1,1,0,2,2,2,2,2,1,2,3,2,2,2,2,1,1,2,3,2,10,2,3,6,3,5,3,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,2,2,6,1,1,2,1,1,1,6,13,7,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,2,1,1,3,3,14,1,2,1,1,3,3,14,3,,1,1
0.926494002,1.165692161,0.916998403,0.563845419,0.91225106,0,0,1,1,1,0,2,2,2,3,1,1,2,2,2,2,2,3,3,2,3,2,2,7,2,3,7,4,5,3,6,2,2,0,0,1,0,0,0,1,0,0,0,0,0,3,2,2,2,2,2,2,1,1,2,2,3,2,7,4,3,3,3,3,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,3,3,8,1,1,1,1,3,1,7,3,1,0,0
0.720444024,0.757265502,0.45396314,-0.313399121,0.231576746,0,0,1,1,1,0,3,3,3,2,3,2,1,3,1,2,1,3,1,2,2,3,2,7,2,3,7,4,4,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,3,3,2,3,2,2,1,0,2,2,3,2,7,4,4,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,2,1,1,3,3,13,1,1,1,1,3,1,7,3,1,0,0
0.543483019,0.512209507,0.748621944,0.585776532,0.694813432,0,0,1,1,1,0,2,2,2,3,3,2,2,2,2,2,1,1,2,1,2,2,2,7,3,2,7,12,6,4,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,3,3,2,2,1,0,2,2,1,2,6,6,3,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,2,1,1,3,2,7,1,2,1,1,3,6,7,3,1,1,1
1.198367953,0.593894838,1.127468978,0.958605462,1.044604399,1,0,1,1,1,0,3,3,3,2,1,1,2,3,2,3,2,3,2,3,3,3,1,7,3,3,8,3,6,3,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,2,2,2,4,0,1,2,2,2,2,9,4,7,4,3,3,3,3,1,1,1,0,0,0,0,2,1,1,2,1,2,3,3,12,1,2,1,1,3,3,12,3,1,1,1
0.976329982,0.920636165,0.622339599,-0.225674667,0.382837705,0,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,7,4,3,7,3,5,3,6,2,1,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,4,0,1,2,2,1,2,8,1,5,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,2,1,1,1,1,3,5,2,3,1,1,1
1.394935966,1.410748156,0.916998403,0.739294327,1.044604399,0,0,0,1,0,0,2,2,2,2,3,3,2,2,1,3,1,2,1,1,2,2,4,6,5,3,5,6,3,3,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,3,2,3,3,4,1,0,2,2,2,2,9,1,3,2,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,9,1,1,2,1,3,3,9,2,1,0,0
0.289974004,0.103782848,0.53815137,-0.905539185,-0.137121841,0,0,1,1,1,0,2,2,2,1,1,1,1,3,1,3,1,3,1,3,2,3,2,7,2,3,7,4,5,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,1,1,1,2,1,1,2,2,2,2,7,4,5,3,3,3,3,3,1,1,1,0,0,0,0,1,1,1,2,1,1,3,2,12,1,2,1,1,3,3,12,3,1,0,0
1.075981021,0.267153511,0.706527829,0.300672057,0.496283424,1,0,1,1,1,0,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,7,2,3,8,5,5,2,6,3,3,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,4,0,1,2,3,3,2,9,4,7,3,3,3,1,3,1,2,0,0,0,0,1,2,1,1,1,1,2,3,3,8,1,1,1,2,3,3,12,3,1,0,0
0.967383027,1.492433488,1.127468978,0.585776532,1.091873448,0,0,1,1,1,0,1,3,1,3,3,2,2,3,2,3,2,3,1,3,2,3,1,7,3,3,7,4,7,3,5,3,3,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,3,3,3,1,1,1,3,3,3,3,7,4,4,3,3,3,3,3,2,1,1,0,0,0,0,1,1,1,1,1,1,3,2,9,1,1,1,1,3,2,9,3,1,1,1
0.913698971,0.67558017,0.748621944,0.300672057,0.609729143,0,0,0,1,1,0,2,2,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,7,3,3,7,4,4,3,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,3,2,2,0,1,2,2,2,2,7,4,4,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,2,1,1,3,3,12,1,2,1,1,3,6,12,4,1,1,1
0.817219973,0.348838843,0.832810174,0.103292036,0.486829614,0,0,1,0,1,0,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,7,3,3,7,3,4,3,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,3,2,2,2,2,2,1,0,2,2,3,2,7,4,1,3,3,3,3,3,1,1,0,0,1,0,0,1,1,,,,,,,,,,,,,,,3,1,1,1
0.843913019,0.430524175,-0.977236766,-0.971332526,-0.770527105,0,0,1,1,1,0,2,2,2,1,3,1,1,1,1,1,1,2,1,1,2,3,3,7,1,,7,9,7,4,6,2,2,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,2,3,2,2,1,1,3,3,3,3,3,11,2,2,3,3,3,3,1,1,1,0,0,0,0,1,1,1,1,3,1,3,3,14,1,1,3,1,3,2,13,3,1,1,1
0.278688997,0.67558017,0.45396314,0.716990385,-0.392374708,0,0,0,1,1,0,3,2,1,1,3,3,1,2,1,1,2,3,2,2,2,3,2,4,4,,6,8,7,3,5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,3,3,2,1,3,3,1,1,1,2,1,3,1,7,8,5,4,1,1,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,2,1,1,1,1,3,2,9,2,1,1,1
1.352785945,1.247377492,0.959092518,1.002467689,1.139142498,0,0,1,0,,,2,2,1,2,3,2,1,1,1,1,1,1,1,1,3,3,1,9,2,3,9,2,6,3,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,2,2,2,4,1,1,2,2,2,2,8,2,5,3,3,3,3,3,1,1,0,0,0,0,1,1,3,1,2,3,1,3,3,5,1,2,3,1,3,4,9,3,1,1,1
1.51788497,1.655804151,0.411869025,0.651569873,0.836620581,,0,1,1,1,0,3,2,2,2,3,3,2,2,2,2,1,1,1,2,3,3,1,7,3,3,7,1,5,3,6,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,3,3,4,1,,2,2,2,2,9,1,4,4,3,3,3,3,1,1,,,,,,1,1,1,1,1,1,3,3,12,1,1,1,1,3,2,7,3,1,1,1
0.325457007,0.838950834,0.327680795,0.607707646,0.590821523,,0,1,1,1,0,2,2,3,2,2,1,2,3,2,3,2,3,2,3,3,3,2,7,4,3,6,2,6,3,5,5,5,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,4,0,1,2,2,2,2,7,2,6,3,3,3,3,3,1,1,,,,,,1,1,1,2,1,1,3,3,12,1,2,1,1,3,3,12,4,1,1,1
0.878720999,1.329062824,-0.261636813,-0.510779142,-0.042583741,0,0,1,0,0,1,3,3,2,2,2,1,2,2,1,2,2,2,3,3,2,3,2,6,4,2,6,10,3,3,6,3,3,0,0,1,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,4,1,0,2,2,2,2,7,4,3,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,2,1,1,3,3,9,1,1,1,1,3,3,6,3,,1,1
0.735691011,1.492433488,0.790716059,0.212947603,0.779897721,0,0,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,10,3,3,8,12,6,3,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,3,3,3,1,1,1,3,2,3,2,7,4,4,3,3,1,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,3,1,8,1,1,1,1,3,2,9,3,1,1,0
0.709317029,0.267153511,0.790716059,0.563845419,0.647544382,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,4,3,8,2,3,3,6,2,2,0,1,1,0,0,0,1,0,0,0,0,0,3,3,2,2,3,3,4,1,2,3,3,3,3,9,1,4,4,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,9,1,1,1,1,3,2,9,3,1,1,1
1.074717045,1.002321497,-0.808860306,-0.861676958,-0.515274237,0,0,1,1,1,0,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2,3,3,7,3,3,7,4,6,2,6,2,3,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,4,1,1,2,2,2,2,7,4,2,3,3,2,3,3,1,1,0,0,0,0,1,1,1,1,1,2,1,3,8,4,1,1,1,1,1,4,14,3,1,1,0
0.878679991,1.002321497,0.664433714,0.936674348,0.92170487,0,0,1,1,1,0,2,3,2,1,3,3,3,3,3,3,2,3,2,3,3,3,2,7,3,4,7,4,6,4,6,3,2,0,1,1,1,1,0,1,0,0,0,0,0,3,2,2,2,2,2,4,1,1,2,2,2,3,7,4,2,4,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,2,9,1,1,1,1,3,3,9,3,1,1,1
1.020125985,0.838950834,0.664433714,-0.708159164,0.174853887,0,0,1,1,1,0,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,4,5,3,2,5,4,3,3,6,4,4,0,1,1,0,0,0,0,0,1,0,0,0,2,2,2,2,3,3,2,1,1,2,2,2,2,6,4,7,2,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,2,2,1,1,1,1,3,5,14,3,1,1,0
0.763413012,0.757265502,-0.472107387,-0.225674667,-0.14657565,0,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,6,3,3,6,2,3,3,6,2,3,0,1,1,0,0,0,0,1,1,0,0,0,2,2,3,3,3,3,2,1,1,3,3,3,3,6,2,3,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,2,1,1,1,1,3,3,14,3,,1,1
0.757781029,1.492433488,1.085374863,0.6954321,1.120234878,1,0,0,1,1,1,2,3,2,2,2,2,3,3,2,2,2,3,3,1,1,3,1,7,4,4,8,3,4,4,5,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,2,2,2,4,1,1,2,2,3,2,7,1,7,4,3,3,3,3,1,1,0,1,0,0,0,2,1,1,2,1,2,3,3,7,1,1,1,1,3,3,7,3,1,1,1
2.041289091,1.410748156,0.916998403,1.243709937,1.262042027,0,0,0,1,1,0,2,3,3,2,3,3,3,2,2,2,3,3,2,2,3,3,1,8,2,4,7,3,5,4,6,2,1,0,1,1,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,4,1,1,3,2,3,3,7,1,4,4,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,6,12,1,1,1,1,3,3,12,3,1,1,1
0.550467014,1.819174815,0.748621944,0.870881008,1.120234878,0,0,1,1,1,0,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,6,3,3,8,5,5,4,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,3,2,3,3,3,3,4,0,0,3,2,1,2,7,5,7,2,3,3,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,3,3,12,1,1,1,1,3,3,12,3,1,1,1
0.426780999,1.165692161,1.127468978,1.221778824,1.290403456,0,0,1,1,1,0,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,8,2,4,7,6,6,3,,3,3,0,0,1,0,0,0,0,1,1,0,0,0,3,3,3,3,3,3,4,1,1,2,2,3,3,8,1,5,4,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,12,1,1,1,1,3,2,12,3,1,0,0
1.372635961,0.920636165,0.622339599,0.25680983,0.590821523,0,0,0,1,1,0,3,3,2,2,3,2,3,2,3,2,3,2,3,3,3,3,2,7,4,2,7,9,6,2,6,2,2,0,1,1,0,0,0,1,0,0,0,0,0,3,3,2,2,3,2,4,1,1,3,2,3,3,7,4,6,3,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,5,1,1,1,1,3,3,2,3,,0,0
1.040706038,1.247377492,0.201398451,-0.006363532,0.363930085,0,0,0,1,1,0,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,7,4,4,9,6,6,4,6,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,1,1,2,1,2,3,7,6,6,4,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,12,1,1,1,1,3,8,4,3,1,0,0
,0.103782848,0.748621944,-0.401123575,0.174853887,0,0,0,1,1,1,2,2,1,1,3,2,2,2,2,3,1,1,1,1,2,2,1,7,4,2,7,3,6,3,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0,2,2,1,1,3,2,5,1,0,2,1,1,1,7,8,5,2,3,3,3,3,1,1,0,0,1,0,0,1,1,1,1,1,1,3,3,8,1,2,1,2,3,3,12,3,1,0,0
1.453609943,1.574118819,0.496057255,0.739294327,0.89334344,0,0,1,1,1,0,2,2,3,2,3,3,2,3,2,3,2,3,1,3,2,3,2,7,2,4,7,4,4,4,5,2,1,0,1,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,4,1,2,3,3,3,3,9,1,2,4,3,3,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,7,1,1,1,1,3,2,7,3,1,1,1
0.432929009,0.103782848,0.959092518,0.169085376,0.515191044,0,0,1,1,1,0,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,3,2,8,2,4,7,2,4,4,6,2,3,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,3,2,4,1,1,2,3,3,2,6,1,4,3,2,2,3,3,1,1,1,0,0,0,0,1,1,1,1,1,1,3,3,12,1,1,1,1,3,3,12,3,1,0,1
