w2cog3pl,w2stdchn,w2stdmat,w2stdeng,w2stdtotal,w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a27,w2a28,w2a29,w2a32,w2b18,w2b19,w2b20,w2b21,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1402,w2ba1403,w2ba1404,w2ba1405,w2ba1500,w2ba1501,w2ba1502,w2ba1503,w2ba1504,w2ba1505,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc0201,w2bc0202,w2bc0203,w2bc0204,w2bc0205,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2ba09,w2ba10
-0.307121009,0.693294451,0.313989684,0.49767925,0.640277617,1,0,1,1,1,0,2,2,2,2,3,3,2,,2,,2,,2,,2,2,4,6,5,3,6,9,5,3,5,3,2,0,1,1,0,0,0,0,1,0,0,0,0,2,2,3,3,2,2,1,0,1,2,2,3,2,7,1,5,3,2,3,3,3,1,2,1,0,0,0,0,2,1,1,1,1,2,3,3,12,1,1,1,2,3,3,12,3,1,1,1
0.426548004,0.022097516,0.664433714,1.090192143,0.760990101,1,0,1,1,1,0,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,4,9,3,4,9,12,5,4,6,3,3,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,2,3,2,5,0,1,3,3,3,3,9,4,5,4,3,3,3,3,1,1,0,0,0,0,1,2,1,1,1,1,2,3,3,12,1,1,1,2,3,3,9,3,1,1,0
1.213256001,1.002321497,0.959092518,1.13405437,1.139142498,1,0,1,1,1,0,2,2,3,3,3,3,2,3,2,3,2,3,2,3,3,3,1,9,2,3,9,4,5,4,6,2,2,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,1,3,3,4,0,1,3,2,2,2,9,4,7,4,3,3,3,3,1,1,,,,,,2,3,1,1,2,2,3,6,8,1,1,3,2,3,6,13,3,1,0,0
0.131235003,0.348838843,0.916998403,0.827018781,0.836620581,0,0,0,1,1,0,3,2,2,2,3,3,2,2,2,2,2,2,1,1,3,3,2,7,2,3,7,6,5,3,6,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2,1,2,1,3,3,3,0,1,2,1,1,1,7,4,5,3,3,3,1,3,1,1,0,1,0,0,0,1,1,1,1,1,1,3,4,8,1,1,1,1,3,3,8,3,1,0,0
1.383337021,0.920636165,0.832810174,1.090192143,1.044604399,0,0,1,1,1,0,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,1,7,2,3,7,7,5,4,6,2,3,0,0,1,0,0,0,0,1,1,0,0,0,2,3,3,2,3,2,4,0,2,3,3,3,3,9,1,7,4,1,1,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,7,6,1,1,2,1,3,3,8,3,1,0,0
0.214021996,-0.468014475,0.159304336,-0.313399121,-0.18439089,1,,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,7,4,3,8,2,5,4,6,3,3,0,1,1,0,0,0,0,1,1,0,0,0,3,3,2,2,3,3,4,1,1,1,2,2,2,8,2,5,4,3,3,3,3,1,1,0,0,0,0,1,2,2,1,1,2,2,3,3,2,1,1,2,2,3,2,13,3,1,0,0
1.295300007,0.757265502,1.043280748,1.221778824,1.158050118,0,0,1,0,0,1,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,4,7,1,4,8,1,5,4,6,1,2,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,3,3,3,2,1,1,2,2,2,2,7,4,5,3,3,3,3,3,1,1,0,0,0,0,1,1,2,1,2,2,1,3,9,5,1,1,2,1,3,8,13,3,1,1,1
-0.953299999,-0.794755802,0.18770734,-0.62043471,-0.997418543,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,1,4,9,6,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,2,1,1,6,1,0,1,2,2,1,4,4,5,2,3,3,3,3,1,1,1,0,0,0,0,2,3,1,1,1,,2,6,12,1,1,1,2,2,,13,4,0,0,0
0.075122997,0.022097516,-0.177448583,0.651569873,0.193761506,1,0,0,1,1,0,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,,2,2,7,4,5,2,6,3,3,0,1,1,0,0,0,0,1,0,0,0,0,2,3,2,1,2,2,4,1,1,3,3,3,2,6,4,7,4,3,3,3,3,1,1,0,0,0,0,1,2,2,1,2,2,2,,5,12,1,1,2,2,3,3,9,3,1,1,0
0.409595013,0.103782848,0.959092518,0.870881008,0.817712961,1,0,0,1,1,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,5,2,3,5,3,3,3,6,1,2,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,3,3,5,0,1,2,2,2,3,6,3,4,3,3,3,3,3,1,1,0,0,0,0,1,2,1,1,2,1,2,3,3,2,1,2,1,2,3,2,14,3,1,1,1
0.250007987,0.757265502,0.622339599,1.002467689,0.87443582,0,0,0,1,0,1,2,1,1,2,2,1,2,1,3,2,1,2,2,2,3,2,1,7,3,2,7,6,6,3,6,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,0,1,2,2,2,2,7,4,5,3,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,3,9,1,1,2,1,3,3,9,3,1,1,0
-0.039140001,-0.958126465,0.524460259,0.760852612,0.678092856,0,0,,1,1,0,2,1,3,2,3,2,1,3,1,3,1,3,2,3,2,2,4,5,4,3,10,10,5,3,6,2,1,0,1,1,0,1,0,0,1,1,0,0,0,3,2,3,3,3,3,2,0,,2,1,1,3,5,6,5,3,3,3,3,3,1,1,0,0,0,0,1,1,2,1,1,2,1,3,3,9,1,1,2,1,3,3,9,3,1,1,1
0.465350986,0.185468179,0.790716059,0.783156554,0.723174862,0,0,0,1,1,0,2,3,2,2,3,3,2,3,1,2,1,2,1,1,3,3,1,8,4,3,8,3,6,3,6,2,3,0,1,1,0,0,0,0,1,1,0,0,0,2,2,3,2,3,2,4,0,1,3,3,2,3,7,3,5,4,3,2,3,3,1,1,1,0,0,0,0,2,1,1,1,3,2,3,4,12,1,1,1,2,3,3,12,3,1,1,1
0.369406998,0.022097516,0.790716059,0.958605462,0.760990101,0,0,0,1,1,0,3,1,2,1,2,2,1,2,1,2,2,2,1,3,3,3,2,8,2,4,9,2,6,4,6,3,1,0,1,1,0,0,0,1,0,0,0,0,0,2,2,3,3,3,2,4,1,1,3,3,2,2,8,1,5,4,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,6,6,1,1,2,1,3,3,7,3,1,0,0
0.474956006,-0.141273148,0.790716059,0.6954321,0.609729143,0,0,0,1,1,1,3,2,2,2,3,3,1,2,1,,1,2,1,,1,2,2,8,5,2,8,2,5,3,6,2,3,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,1,2,2,2,0,1,3,3,2,3,7,4,5,3,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,7,2,1,1,2,1,3,4,6,2,0,1,0
0.295931011,0.593894838,0.916998403,0.6954321,0.836620581,0,0,1,1,1,0,3,2,2,2,3,3,2,3,2,2,3,2,3,3,3,3,1,8,1,3,8,2,5,4,6,3,4,0,0,1,0,1,0,1,0,0,0,0,0,1,2,1,1,2,2,2,0,1,2,2,2,2,8,2,4,3,,,,,,,0,0,0,0,1,1,3,1,2,4,2,1,7,1,1,1,3,1,3,3,12,3,1,0,0
0.393002987,0.512209507,0.201398451,0.344534284,0.345022465,1,0,1,1,1,0,3,3,3,2,3,3,,3,,3,,3,,3,3,3,2,7,3,3,8,3,5,3,6,3,3,0,0,1,0,0,0,0,0,1,0,0,0,3,3,3,2,3,3,4,1,1,3,3,3,3,7,4,5,3,3,3,3,3,1,1,1,0,0,0,0,2,1,1,1,1,2,3,6,8,1,1,1,2,3,4,5,2,1,1,0
0.830449998,-0.304643811,0.45396314,0.519983192,0.345022465,0,0,0,1,1,0,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,7,2,3,7,1,5,4,6,3,3,0,0,1,0,1,0,0,0,1,0,0,0,2,2,2,2,3,3,4,1,0,2,2,2,2,9,9,5,3,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,7,2,1,1,2,1,3,7,5,3,1,1,0
0.617456019,1.002321497,1.043280748,1.046329916,1.139142498,1,0,1,1,1,0,3,2,3,2,3,3,1,3,1,3,2,3,1,3,2,3,1,8,3,4,9,4,6,4,6,2,3,0,0,1,0,0,0,0,0,1,0,0,0,2,2,3,2,3,3,2,0,1,2,2,3,2,8,13,7,4,3,3,3,3,1,1,1,0,0,0,0,2,2,1,1,2,2,3,7,2,1,1,2,2,3,7,5,4,1,1,0
0.231261,-0.549699806,-0.051166238,-0.006363532,-0.16548327,0,0,0,1,1,0,2,2,2,1,3,2,3,3,3,3,3,3,3,3,2,2,3,5,2,2,5,7,5,3,6,2,3,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,4,1,1,2,2,2,2,7,13,7,4,1,1,1,3,1,1,,,,,,1,2,1,1,2,1,1,7,9,1,1,2,1,1,7,9,3,1,0,0
0.063865997,0.348838843,0.243492566,0.6954321,0.477375804,0,0,0,1,1,0,3,2,1,1,2,1,2,3,1,2,1,1,1,1,3,3,3,7,4,2,7,2,5,2,6,2,3,0,1,1,0,1,0,0,0,1,0,0,0,2,2,2,2,3,3,4,1,0,2,2,2,2,7,4,5,4,1,3,3,3,1,1,0,0,0,0,1,1,2,1,1,2,1,3,7,8,1,1,2,1,3,7,6,,1,0,0
0.412757009,0.267153511,-0.093260353,0.519983192,0.231576746,0,0,1,1,1,0,3,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,1,7,2,3,8,6,6,3,6,3,4,0,1,1,1,0,0,0,1,0,0,0,0,3,2,3,3,3,2,4,0,2,3,3,3,3,7,6,6,3,2,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,8,12,1,1,2,1,3,4,7,3,1,1,0
0.810455978,-0.304643811,-0.387919157,0.125223149,-0.20329851,0,0,,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,4,3,7,10,3,3,6,2,3,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,2,2,4,1,1,2,2,2,2,7,5,5,4,3,3,3,3,1,1,0,0,0,0,1,1,2,1,1,2,1,3,3,6,1,1,2,1,3,6,6,3,1,0,1
0.746423006,0.267153511,0.748621944,0.432258738,0.571913903,1,0,0,1,0,0,3,2,1,2,3,3,2,2,2,2,2,3,2,2,3,3,1,8,4,3,9,2,4,3,6,1,3,0,0,1,0,0,0,0,0,1,0,0,0,2,2,3,2,3,3,3,1,1,2,2,2,2,9,3,7,3,3,3,3,3,1,1,0,0,0,0,1,2,2,1,1,2,2,1,8,14,1,1,2,2,3,7,14,3,1,1,1
1.003041983,0.348838843,0.790716059,0.739294327,0.742082481,0,0,0,1,1,0,3,3,3,2,2,2,1,3,1,3,1,3,1,3,3,3,1,7,5,3,7,1,5,3,6,2,1,0,1,1,0,0,0,0,0,1,0,0,0,3,3,3,3,3,2,4,0,1,3,3,3,3,7,1,5,4,1,1,3,3,1,1,,,,,,2,2,1,1,2,1,3,4,8,1,1,2,2,3,3,9,3,1,1,1
-0.514384985,0.185468179,0.327680795,0.827018781,0.534098663,0,,0,1,0,0,3,2,3,2,3,3,1,3,1,2,1,1,2,3,3,2,3,,4,4,,6,6,3,6,3,5,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,4,0,1,2,3,2,3,8,6,5,3,3,3,3,3,1,1,0,0,0,0,1,2,2,1,1,2,2,1,4,6,1,1,2,2,3,4,2,3,1,0,0
1.248571038,0.103782848,0.874904289,0.783156554,0.742082481,0,0,0,1,1,0,3,1,2,2,2,2,1,,1,,1,,1,,1,3,2,7,4,4,7,1,5,4,6,2,4,0,1,1,0,0,0,,,,,,,3,2,2,2,3,2,4,0,1,2,3,2,2,7,4,5,4,3,3,3,3,1,1,1,0,0,0,0,1,3,1,1,3,1,3,4,6,1,1,3,1,3,5,2,3,1,1,0
0.375761002,0.284867792,0.36977491,0.146781434,-0.638173766,,0,0,1,0,0,2,2,2,1,2,2,3,2,2,1,2,3,1,1,2,2,3,4,2,3,10,6,5,,6,6,6,0,1,1,0,1,0,,,,,,,2,2,2,2,2,2,5,1,0,1,1,1,1,2,5,5,1,2,3,1,3,3,3,1,0,0,0,0,1,3,1,1,3,,3,5,3,1,1,3,,3,6,6,3,0,1,0
-0.069333002,0.039811797,0.075116106,0.432258738,-0.033129931,0,0,0,1,1,0,2,2,1,1,2,2,1,2,2,2,1,1,1,1,3,3,3,7,5,3,7,4,5,3,1,1,3,0,1,1,0,0,0,0,1,1,0,0,0,3,3,3,3,3,3,4,0,1,3,3,3,3,7,1,5,3,1,1,3,3,1,1,1,1,0,0,0,1,2,1,1,1,1,1,8,1,1,1,2,1,3,6,6,3,1,0,0
-0.719582021,-0.876441133,0.201398451,-0.269536894,-0.24111375,0,0,0,,1,0,2,2,3,2,2,2,2,3,2,3,2,3,2,3,2,2,2,7,5,4,7,9,5,3,6,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,1,2,2,4,0,0,2,3,3,2,7,12,5,4,1,1,3,3,1,1,0,1,0,0,0,1,1,1,1,1,1,3,3,12,1,1,3,1,3,5,12,3,1,0,0
0.720062017,0.430524175,0.706527829,0.6954321,0.704267242,0,0,0,1,1,0,2,1,2,1,1,3,1,2,1,2,1,1,1,1,2,2,2,7,4,3,8,3,5,3,6,3,2,0,1,1,0,1,0,0,1,1,0,0,0,2,2,2,1,2,2,4,0,1,3,2,2,2,8,4,5,3,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,8,2,1,1,2,1,3,8,6,3,1,1,1
0.195175007,1.165692161,0.959092518,1.046329916,1.139142498,0,0,1,1,0,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,9,4,3,9,1,5,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,2,5,1,1,1,1,1,1,9,1,5,4,2,2,1,1,4,4,0,0,0,0,1,2,1,1,2,1,2,3,2,1,1,2,1,2,3,3,1,1,1,1,1
0.507853985,-2.020035778,-0.345825043,0.453817023,0.26212522,0,0,0,0,,,2,1,2,1,3,1,1,1,1,1,1,1,1,1,2,2,3,,,2,3,8,2,2,6,3,3,0,1,0,0,1,0,0,1,0,0,0,0,3,2,2,2,3,3,2,1,0,2,2,2,2,7,8,5,3,3,3,3,3,1,1,0,0,0,0,1,1,2,1,1,2,1,1,4,2,1,1,2,1,3,3,9,3,1,0,0
1.086300969,0.430524175,0.664433714,0.739294327,0.704267242,0,0,0,1,1,0,2,2,3,3,1,2,2,3,2,3,3,3,2,3,2,3,1,,3,3,8,2,5,3,6,1,3,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,1,2,2,4,1,2,2,3,2,3,6,4,5,4,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,3,9,1,1,2,1,3,3,9,3,1,1,1
1.023882031,-0.304643811,0.45396314,-0.62043471,-0.14657565,0,0,0,0,1,0,3,2,2,1,3,2,2,1,2,2,3,1,1,1,2,2,1,7,4,3,7,4,5,3,6,2,3,0,1,0,0,1,1,0,1,1,0,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,7,4,5,2,3,3,3,3,1,1,0,0,0,1,0,1,2,1,1,2,1,3,3,13,1,1,2,2,3,3,7,3,1,1,0
-0.317007989,-0.549699806,0.18770734,0.125223149,-0.619266146,0,0,0,1,1,0,3,2,2,2,3,2,2,3,2,3,2,3,2,3,3,3,3,6,2,3,7,4,5,3,6,2,3,0,1,1,0,0,0,0,0,1,0,0,0,2,2,3,3,3,3,2,1,1,3,2,2,3,7,4,7,2,1,1,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,7,6,1,1,2,1,3,4,6,3,1,1,0
0.661713004,0.593894838,0.411869025,0.563845419,0.553006283,0,0,0,1,1,0,1,1,1,1,2,1,2,3,2,3,1,1,2,3,2,3,2,10,1,4,10,13,7,4,6,3,3,0,1,1,0,0,0,0,1,1,0,0,0,3,2,2,1,3,2,4,1,1,3,2,2,2,7,4,5,3,2,3,3,3,1,1,1,1,0,0,0,1,2,1,1,2,1,3,2,11,1,2,1,2,3,2,7,2,1,1,0
1.002747059,0.267153511,0.832810174,0.388396511,0.590821523,1,0,1,0,1,0,2,1,1,2,1,2,2,3,2,3,2,3,1,3,2,3,4,6,2,3,7,4,7,3,6,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,4,1,1,3,3,3,2,7,10,5,4,3,3,3,3,1,1,1,0,0,0,0,2,1,1,1,3,1,3,6,13,1,1,1,2,3,3,13,3,1,1,0
0.349817008,0.67558017,0.243492566,0.739294327,0.571913903,0,0,0,1,1,0,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,1,8,2,3,8,3,5,3,6,2,1,0,1,1,0,0,0,0,1,1,0,0,0,3,2,2,2,3,3,4,1,0,2,2,2,3,7,4,5,4,1,1,1,3,1,1,0,0,0,0,1,1,2,1,1,2,1,3,3,6,1,1,2,1,3,3,8,2,1,1,1
1.181053996,0.838950834,0.706527829,0.081360922,0.534098663,1,0,0,1,1,0,2,2,3,3,2,1,3,3,3,3,1,2,2,2,2,3,1,8,2,3,8,6,6,4,6,1,2,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,2,1,1,3,0,1,2,2,2,2,9,13,5,4,3,3,3,3,1,1,1,0,0,0,0,2,2,1,1,2,2,3,7,2,1,1,2,2,3,7,2,4,1,1,0
0.949840009,0.593894838,1.001186633,1.13405437,1.063512019,1,0,1,1,1,0,3,3,3,3,2,1,2,3,2,2,2,3,2,2,3,3,1,8,2,4,8,4,5,3,,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2,3,3,3,3,3,4,1,1,3,3,3,3,7,1,3,4,3,3,3,3,1,1,1,0,0,0,0,2,1,1,1,1,2,3,3,12,1,1,1,2,3,3,13,3,1,0,0
1.115517974,1.002321497,0.959092518,-0.532710256,0.420652944,1,0,0,1,1,0,2,2,2,1,2,2,2,2,1,1,2,2,2,2,3,3,2,4,3,3,10,13,7,2,6,3,2,0,1,1,0,0,0,0,0,1,0,0,0,2,2,2,1,2,2,4,0,1,3,3,3,2,7,4,2,3,3,3,3,3,1,1,1,0,0,0,0,2,1,1,1,1,2,3,3,12,1,1,1,2,3,6,12,3,1,1,1
0.758560002,-0.141273148,0.706527829,-0.313399121,0.137038647,1,,,1,1,0,3,2,2,3,3,2,2,3,3,3,3,3,2,3,2,3,2,9,4,4,9,2,6,4,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,,3,,,,4,1,1,3,,,3,9,2,5,4,3,2,3,1,2,1,0,0,0,0,1,2,2,1,1,1,2,1,6,12,1,1,2,2,3,3,13,3,1,1,1
-0.252678007,-0.631385138,0.075116106,-0.883608072,-0.505820427,0,0,1,1,1,0,3,2,2,3,3,3,1,3,2,3,2,3,1,3,2,3,2,7,5,2,9,1,6,4,6,3,3,0,0,1,1,0,0,0,0,0,1,0,1,3,3,3,3,3,3,4,0,1,3,3,3,3,9,1,6,2,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,6,2,1,1,2,1,3,3,13,3,1,1,0
0.122621,0.022097516,0.580245484,0.651569873,0.534098663,0,0,0,1,1,0,2,2,1,1,2,1,2,2,2,2,2,2,1,1,3,3,2,10,3,3,7,5,6,4,6,2,1,0,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,3,3,4,0,0,3,3,3,3,7,10,6,3,1,3,1,3,1,1,1,0,0,0,0,1,3,1,1,2,1,3,6,13,1,1,2,1,3,6,7,3,1,0,0
0.325252056,-2.020035778,-2.74518959,-2.0678882,-2.604566228,0,0,1,,1,0,2,1,1,2,2,2,1,1,1,1,2,2,1,1,3,3,4,10,1,2,3,10,3,2,,,,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,4,1,0,3,3,3,3,3,9,6,4,3,3,3,3,3,4,1,0,0,0,0,1,,1,1,3,1,3,4,9,1,1,3,,3,3,9,3,0,1,1
0.00914,0.593894838,0.36977491,0.125223149,0.345022465,0,0,0,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,7,4,3,7,4,5,3,6,2,2,0,1,1,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,4,0,0,2,2,2,2,9,3,2,4,3,3,3,3,1,1,0,0,0,0,1,,3,1,1,3,1,3,5,8,1,1,3,1,3,5,7,3,1,0,1
0.708846986,-0.631385138,-0.219542698,-0.444985802,-0.449097568,,0,0,1,1,0,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,5,2,4,5,6,5,3,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,2,2,3,1,3,3,1,1,1,2,2,3,2,5,6,5,4,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,3,11,1,1,2,1,3,2,11,3,1,1,1
0.343890011,0.185468179,0.496057255,0.914743235,0.647544382,0,0,0,1,1,0,3,2,2,1,2,2,3,3,2,2,2,2,2,2,3,3,1,7,3,4,8,5,5,3,6,3,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,3,2,3,2,4,1,0,2,2,2,2,7,1,5,4,3,3,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,3,8,1,1,2,1,3,3,7,3,1,1,0
0.612526059,-2.183406442,-2.324248441,-0.269536894,0.678092856,1,0,1,1,1,0,3,3,3,2,3,3,2,2,1,1,1,1,2,2,3,3,3,6,3,4,7,9,6,4,6,4,3,0,1,1,0,0,0,0,1,1,0,0,0,3,3,3,3,3,3,4,0,1,2,2,2,3,7,9,6,4,2,2,3,3,1,1,1,1,0,0,0,2,2,1,1,2,2,3,9,4,1,1,2,2,3,6,12,4,0,1,1
0.980952024,0.67558017,0.874904289,0.958605462,0.9500663,0,0,0,1,1,0,1,1,1,2,2,2,2,3,2,3,1,2,2,2,2,3,1,7,3,3,7,13,7,3,6,2,3,0,1,1,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,4,1,0,2,2,2,2,9,1,5,3,2,2,3,3,1,1,1,0,0,0,0,1,2,1,1,2,1,3,3,9,1,1,2,1,3,3,9,3,1,0,1
-0.047699001,-0.141273148,0.411869025,0.827018781,0.496283424,0,0,0,1,1,0,3,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,2,9,4,4,8,4,6,4,6,3,3,0,1,1,0,1,0,0,1,0,0,0,0,3,3,3,3,3,3,4,0,1,2,3,3,3,7,8,2,4,2,2,3,3,1,1,1,0,0,0,1,1,2,1,1,2,1,3,3,9,1,1,2,1,3,2,9,3,1,0,0
-0.516281009,-0.631385138,-0.219542698,0.212947603,-0.16548327,1,0,1,1,1,0,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,3,3,7,3,3,7,5,5,3,6,3,3,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,2,2,2,0,1,2,2,2,2,7,5,7,2,3,3,3,3,1,1,1,0,0,0,0,2,,1,1,1,2,3,3,12,1,1,1,2,3,7,5,3,1,1,1
0.28976199,-0.141273148,0.45396314,0.432258738,0.345022465,1,0,1,1,1,1,2,1,1,1,2,1,1,,1,,1,,1,,2,2,2,7,3,2,9,5,6,3,6,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,2,2,4,1,0,2,2,1,2,9,1,5,3,3,3,3,3,1,1,1,0,0,0,0,2,2,1,1,1,2,3,8,2,1,,2,2,3,6,2,3,1,0,0
-0.97774899,0.121497129,0.45396314,0.388396511,0.099223407,1,0,0,1,1,0,2,2,2,1,2,3,2,2,2,2,3,3,1,1,2,2,1,9,1,4,9,1,5,4,6,2,2,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2,1,3,3,1,1,1,1,1,2,1,9,1,5,4,2,2,3,3,2,1,0,0,0,0,1,2,1,1,1,1,2,1,3,12,1,1,1,2,3,3,6,3,1,1,0
-0.461232007,-0.304643811,0.706527829,0.870881008,0.609729143,,0,1,1,1,0,3,2,3,2,3,3,2,2,2,3,2,3,2,3,3,3,2,7,3,4,7,5,5,3,6,3,1,0,1,0,0,0,0,,,,,,,3,2,2,2,2,2,4,0,1,2,2,2,2,8,4,5,4,3,3,3,3,1,1,0,0,0,0,1,1,2,1,1,2,1,3,5,2,1,2,2,2,3,5,13,4,1,0,0
0.079645038,-2.265091773,-2.492624901,-0.795883618,0.999522394,0,0,0,1,1,0,3,2,2,1,1,1,1,1,2,2,1,1,1,1,3,3,4,5,4,2,5,11,3,3,6,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3,2,2,2,2,2,2,1,0,2,2,2,2,4,11,5,2,3,3,3,3,1,1,1,0,0,0,0,1,2,,,,,,,,,,,,,3,6,3,1,1,1
-0.879715979,-2.10172111,0.650742603,-0.62043471,0.507924278,1,0,1,1,1,0,3,2,2,2,3,3,1,3,2,3,2,3,1,3,1,3,4,5,5,2,6,5,6,3,6,3,3,0,0,1,0,0,0,1,0,0,0,0,0,3,2,2,2,2,3,2,,0,1,1,1,1,7,5,6,3,2,2,3,3,2,2,1,0,0,0,0,,,1,1,2,1,3,6,2,1,1,2,1,3,3,13,3,1,1,0
0.265311003,-0.141273148,-0.640483847,0.125223149,-0.278928989,,0,1,1,1,0,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,9,1,3,8,2,6,3,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,1,1,1,2,2,2,2,6,2,6,3,3,3,3,3,1,1,0,0,0,0,1,,1,1,1,1,,3,3,9,1,1,1,,3,3,9,4,1,0,0
0.304903001,-0.304643811,0.622339599,0.6954321,0.496283424,1,0,1,1,1,0,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,7,2,3,8,2,5,3,6,2,3,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,4,1,0,3,3,2,1,7,4,5,3,3,3,3,3,1,1,,,,,,2,,1,1,,2,3,3,14,1,1,,2,3,3,13,3,1,1,1
-0.309231997,-0.876441133,-0.977236766,-0.752021391,-0.978510923,1,0,0,1,1,0,2,1,1,1,3,3,1,1,2,2,1,1,1,1,2,2,3,3,2,2,3,13,7,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,3,3,3,1,1,2,2,1,1,3,13,7,1,1,1,1,3,1,1,1,0,0,0,0,,,1,1,3,2,3,3,14,1,1,3,,3,2,14,3,1,1,0
0.256278992,-0.059587816,0.36977491,0.914743235,0.534098663,1,0,1,1,1,0,2,2,2,2,2,2,1,2,1,3,1,3,2,3,3,3,1,9,2,4,8,6,5,4,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3,3,2,3,3,3,4,0,1,3,3,3,3,8,1,5,4,2,3,3,3,1,1,0,0,0,0,1,2,1,1,1,1,2,3,3,12,1,1,1,2,3,3,12,3,1,0,1
