,w2cog3pl,w2stdchn,w2stdmat,w2stdeng,w2stdtotal,w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a27,w2a28,w2a29,w2a32,w2b18,w2b19,w2b20,w2b21,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1402,w2ba1403,w2ba1404,w2ba1405,w2ba1500,w2ba1501,w2ba1502,w2ba1503,w2ba1504,w2ba1505,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc0201,w2bc0202,w2bc0203,w2bc0204,w2bc0205,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2ba09,w2ba10
3374,0.54747802,-0.631385138,1.211657207,0.015567582,0.392291515,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,7.0,3.0,3.0,7.0,13.0,6.0,3.0,6.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,13.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,1.0,1.0,1.0
3375,0.228615001,0.693294451,-0.6825779609999999,0.080988093,0.177040931,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,4.0,3.0,7.0,8.0,4.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,7.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,6.0,12.0,1.0,1.0,2.0,1.0,3.0,7.0,5.0,3.0,1.0,0.0,0.0
3377,0.620634019,-0.222958479,0.748621944,0.25680983,0.382837705,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,1.0,4.0,7.0,12.0,7.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,7.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,0.0,1.0
3378,1.397508025,0.267153511,1.043280748,0.212947603,0.6097291429999999,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,8.0,3.0,3.0,9.0,3.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,9.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,12.0,1.0,1.0,3.0,2.0,3.0,2.0,12.0,2.0,1.0,1.0,1.0
3379,0.35892999200000003,-0.917283799,0.53815137,-0.905539185,-0.37346708799999995,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,7.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,12.0,1.0,2.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,0.0,0.0
3381,1.3449389930000002,-2.469305103,0.7065278290000001,-0.7300902770000001,-0.581450906,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,12.0,3.0,2.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,7.0,13.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,14.0,3.0,1.0,1.0,1.0
3382,0.91030103,0.961478831,1.0011866329999999,0.8489498940000001,1.025696779,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,8.0,2.0,3.0,7.0,6.0,4.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,7.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,12.0,3.0,1.0,1.0,1.0
3383,0.741119027,1.084006829,1.085374863,0.125223149,0.779897721,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,8.0,2.0,3.0,8.0,4.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,6.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,13.0,3.0,1.0,1.0,1.0
3384,0.43597000799999996,0.40739579,0.916998403,0.6731281579999999,-0.647627576,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,11.0,5.0,3.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,4.0,1.0,1.0,1.0
3385,1.221475005,0.512209507,0.8749042890000001,0.7392943270000001,0.8177129609999999,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,7.0,2.0,3.0,8.0,13.0,4.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,13.0,7.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,12.0,1.0,1.0,1.0,2.0,3.0,3.0,13.0,4.0,1.0,0.0,0.0
3388,0.89123702,0.34883884299999995,1.0011866329999999,0.629638759,0.789351531,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,9.0,5.0,4.0,9.0,4.0,6.0,2.0,6.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,4.0,7.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,9.0,3.0,1.0,1.0,1.0
3390,0.44677698600000004,-0.30464381100000004,0.7065278290000001,0.805087667,0.581367713,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,7.0,2.0,4.0,7.0,11.0,3.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,7.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0,3.0,1.0,0.0,1.0
3392,1.0635110140000001,0.18546817899999998,1.169563093,0.9366743479999999,0.9595201090000001,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,7.0,1.0,3.0,7.0,11.0,7.0,3.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,6.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,12.0,2.0,1.0,1.0,0.0
3396,0.8931059840000001,0.203182461,0.36977491,-0.37919246100000004,-0.28838279899999997,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,4.0,2.0,7.0,6.0,5.0,2.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,1.0,1.0
3398,1.203379989,0.18546817899999998,1.043280748,0.651569873,0.779897721,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,4.0,3.0,8.0,5.0,6.0,3.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,1.0,1.0,1.0,1.0,1.0,7.0,12.0,3.0,1.0,0.0,0.0
3399,1.5746049880000001,0.430524175,1.127468978,0.914743235,0.9878815390000001,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,7.0,2.0,3.0,7.0,4.0,4.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,8.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,12.0,1.0,1.0,2.0,1.0,3.0,8.0,5.0,3.0,1.0,1.0,1.0
3400,1.472429037,0.226310845,1.211657207,0.607707646,0.8460743909999999,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,8.0,2.0,6.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,7.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,9.0,1.0,1.0,1.0,2.0,3.0,3.0,9.0,3.0,1.0,1.0,1.0
3401,0.564208984,-0.386329143,0.28558668,0.6731281579999999,-0.694896625,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,3.0,7.0,4.0,4.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,1.0,0.0
3402,0.007948,0.448238456,0.45396314,0.25680983,-0.033129931,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,4.0,3.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,14.0,1.0,1.0,1.0,1.0,3.0,3.0,14.0,2.0,1.0,1.0,1.0
3403,0.511905015,0.512209507,0.8749042890000001,-0.532710256,0.269391986,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,9.0,5.0,2.0,8.0,3.0,4.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,9.0,1.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,2.0,1.0,1.0,1.0
3405,0.42623099700000006,0.12149712900000001,-0.43001327200000006,0.212947603,-0.37346708799999995,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,3.0,6.0,1.0,5.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,1.0,0.0
3406,0.517853975,0.022097516,0.28558668,-0.37919246100000004,-0.042583740999999994,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,7.0,3.0,3.0,7.0,6.0,5.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,13.0,3.0,1.0,1.0,0.0
3408,0.752424002,-0.8764411329999999,0.8749042890000001,0.212574774,-0.345105659,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,2.0,5.0,13.0,7.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,9.0,1.0,1.0,1.0,2.0,3.0,1.0,9.0,1.0,1.0,0.0,1.0
3409,1.1027649640000001,-0.753913136,0.327680795,0.431885909,-0.657081386,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,6.0,2.0,2.0,7.0,6.0,3.0,2.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,1.0,0.0,0.0
3410,0.419169009,0.593894838,0.7907160590000001,-0.006363532,0.47737580399999996,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,7.0,3.0,3.0,7.0,6.0,4.0,3.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,4.0,7.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,3.0,1.0,0.0,0.0
3411,0.9167990090000001,-0.508857141,0.916998403,-0.9494014120000001,-0.127668031,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,7.0,2.0,3.0,7.0,5.0,6.0,2.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,7.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,14.0,3.0,1.0,0.0,1.0
3412,0.31027498800000003,-0.958126465,0.11721022099999999,-0.094087986,-0.22220613,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,3.0,3.0,6.0,4.0,4.0,3.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0
3414,0.153692961,0.856665115,0.987495522,0.38802368200000004,0.933345724,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,9.0,2.0,3.0,9.0,3.0,7.0,3.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,0.0,0.0
3415,-0.06200699900000001,-0.8764411329999999,0.482366144,0.6731281579999999,0.602462377,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,7.0,3.0,3.0,7.0,4.0,5.0,3.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,6.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,1.0,0.0,0.0
3417,-0.433055997,0.7749797829999999,-0.47210738700000004,0.168712547,0.13922569099999998,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,4.0,3.0,6.0,13.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,6.0,9.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,3.0,3.0,9.0,3.0,1.0,1.0,1.0
3418,0.147843003,-0.549699806,-0.009072124,-0.028294645,-0.15602946,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,4.0,3.0,7.0,1.0,4.0,4.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,9.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,12.0,1.0,1.0,1.0,2.0,3.0,6.0,13.0,3.0,1.0,1.0,0.0
3419,1.11776495,-0.30464381100000004,-0.17744858300000002,0.212947603,-0.070945171,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,3.0,3.0,7.0,1.0,6.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,12.0,1.0,1.0,1.0,2.0,3.0,2.0,12.0,3.0,1.0,0.0,0.0
