w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2stdtotal
0,0,1,1,1,0,0.033516039
0,0,1,0,1,0,-0.546107462
0,0,1,1,1,0,0.475133945
0,0,1,1,1,0,0.240524432
0,0,1,1,1,0,0.447532826
0,0,1,1,1,0,0.153332083
0,0,,1,1,0,0.056728166
0,0,1,1,1,0,-0.94632369
0,0,1,1,1,0,0.130119956
0,0,1,1,1,0,-0.822118654
0,0,,1,1,0,-0.670312498
0,0,1,1,1,0,-0.490905224
0,0,1,1,1,0,0.916751851
0,0,1,1,1,0,0.557937302
0,0,1,1,1,0,-0.904922011
0,0,1,1,1,0,0.94435297
0,0,1,1,1,0,-0.352899629
0,0,1,1,0,1,-0.849719773
0,0,1,1,0,0,-0.201093474
0,0,1,1,1,0,0.277537119
0,0,1,1,1,0,-0.29769739
0,0,1,1,1,0,0.443143834
0,0,1,0,1,0,0.199122754
0,0,0,1,1,0,0.461333385
0,0,1,1,1,0,0.737344576
0,0,1,1,1,0,0.102518837
0,0,1,1,0,0,0.212923313
0,0,1,1,0,1,-0.408101867
0,0,1,1,1,0,-0.587509141
0,0,1,1,1,0,-0.904922011
1,1,1,1,1,0,0.318938798
0,0,1,1,1,0,0.530336183
0,0,1,1,1,0,0.406131147
0,0,1,1,1,0,0.585538421
0,0,1,1,1,0,0.015326487
0,0,,1,1,1,0.263736559
0,0,1,1,1,0,-0.670312498
0,0,1,1,1,0,-2.381581884
0,0,1,1,1,0,-0.697913618
0,0,,1,1,0,0.539747751
0,0,1,1,1,0,0.999555208
0,0,1,1,1,0,-0.32529851
0,0,1,0,1,0,-0.684113058
0,0,1,1,1,0,-0.449503546
0,0,1,1,1,0,0.130119956
0,0,1,1,1,0,0.461333385
0,0,,1,1,0,0.346539917
0,0,1,1,1,0,0.599338981
0,0,1,1,1,0,0.226723873
0,0,1,1,1,0,0.539747751
0,0,1,1,1,0,0.291337679
0,0,0,1,1,0,-0.973924809
1,0,1,1,1,0,1.082358565
0,0,1,1,1,0,0.433732266
0,0,1,0,1,0,0.516535623
0,0,1,1,1,0,0.571737862
0,0,1,1,1,0,0.029127047
0,0,1,1,1,0,-0.656511939
0,0,1,1,1,0,0.585538421
0,0,1,1,0,0,-0.159691795
0,0,0,1,0,1,-0.504705784
0,0,1,1,1,0,-0.477104665
0,0,1,1,0,0,-0.394301307
0,0,1,1,1,0,-0.877320892
0,0,1,1,1,0,-0.808318094
0,0,0,1,1,0,0.378530028
0,0,1,1,0,1,-0.049287318
0,0,1,1,1,0,0.443143834
0,0,1,1,1,0,-0.973924809
0,0,1,1,1,0,-0.145891235
0,0,1,1,1,0,-0.918722571
0,0,1,1,1,0,-0.076888438
0,0,1,1,1,0,0.318938798
0,0,1,1,1,0,-0.049287318
0,0,1,1,1,0,-0.00788564
0,0,1,1,0,1,0.291337679
0,0,1,1,1,0,-0.670312498
0,0,1,1,1,0,-0.891121451
0,0,1,1,1,0,-0.891121451
0,0,1,1,1,0,0.23613544
0,0,1,1,1,0,0.415542715
0,0,1,1,1,0,0.125730964
0,0,0,1,1,0,-0.270096271
0,0,1,1,1,0,0.061117158
0,0,1,1,1,0,0.902951291
0,0,0,1,1,0,-0.918722571
0,0,1,1,1,0,0.098129845
0,0,1,1,0,1,-0.214894033
0,0,1,1,1,0,-0.808318094
0,0,1,0,0,1,0.456944393
0,0,1,1,1,1,0.443143834
0,0,1,1,1,0,0.070528726
0,0,1,1,1,0,-0.145891235
0,0,,1,1,0,-0.835919213
0,0,0,1,1,0,0.401742155
0,0,1,1,1,0,-2.119371252
0,0,1,1,1,0,-0.035486759
0,0,,1,1,0,0.318938798
0,0,1,1,1,0,-0.463304105
0,0,1,1,1,0,0.015326487
0,0,1,1,1,0,0.212923313
0,0,1,1,1,0,0.364729468
0,0,1,1,1,0,0.212923313
0,0,1,1,1,0,0.249936
0,0,1,1,1,0,-0.063087878
0,0,1,1,1,0,0.277537119
0,0,1,1,1,0,0.305138238
0,0,1,1,1,0,-0.366700188
0,0,0,1,1,0,0.240524432
0,0,1,1,1,0,0.084329285
0,0,1,1,1,0,-0.849719773
0,0,1,1,1,0,-0.518506343
0,0,1,1,1,0,-0.863520332
0,0,1,1,1,0,0.820147934
0,0,1,1,1,0,-0.780716975
0,0,1,1,0,1,0.125730964
0,0,1,1,1,0,0.820147934
0,0,1,1,1,0,0.098129845
0,0,1,1,1,0,-0.987725368
0,0,1,1,1,0,0.668341779
0,0,1,1,1,1,-0.228694593
0,0,1,1,1,0,0.240524432
0,0,1,1,0,1,0.139531523
0,0,1,1,0,1,0.019715479
0,0,1,1,1,0,-0.739315296
0,0,1,1,1,0,-0.670312498
0,0,1,1,1,0,0.443143834
0,0,1,1,1,0,0.429343274
0,0,1,1,1,0,-0.642711379
0,0,1,1,1,0,-0.849719773
0,0,1,1,1,0,-0.61511026
0,0,1,1,1,0,0.042927607
0,0,1,1,1,0,0.305138238
0,0,1,0,,,0.415542715
0,0,0,1,1,0,0.277537119
0,0,1,1,1,0,0.875350172
0,0,1,1,1,0,-0.32529851
0,0,1,1,1,0,-0.145891235
0,,1,1,0,0,-0.973924809
0,0,1,1,1,0,-0.049287318
0,0,0,1,1,0,0.102518837
0,0,,1,0,,0.719155025
0,0,1,0,1,0,0.378530028
0,0,1,1,1,0,0.029127047
0,0,1,1,1,0,-0.449503546
,0,1,1,0,0,0.512146631
0,0,1,1,1,0,-0.918722571
0,0,1,1,1,0,0.167132643
0,0,1,1,1,0,0.180933202
0,0,1,1,1,0,0.084329285
0,0,1,0,1,0,-0.711714177
0,0,1,1,1,0,-0.283896831
0,0,1,1,1,0,0.806347374
0,0,1,0,1,0,0.346539917
0,0,1,1,1,0,-0.835919213
0,0,1,0,1,0,0.185322194
0,0,1,1,1,0,0.461333385
0,0,1,1,0,1,0.56734887
0,0,1,1,1,0,0.443143834
0,0,1,1,1,0,-0.31149795
0,0,1,1,1,1,-0.463304105
0,0,1,1,1,0,0.047316598
0,0,1,1,1,0,-0.697913618
1,1,1,1,1,0,0.088718277
0,0,1,1,1,0,-0.891121451
0,0,1,1,0,1,-0.559908022
0,0,1,1,1,0,-0.063087878
0,0,1,1,1,0,-0.960124249
0,0,1,1,0,1,0.125730964
0,0,1,1,1,0,0.585538421
0,0,1,1,1,0,0.111930404
0,0,1,1,1,0,0.346539917
0,0,0,1,1,0,1.379070596
0,0,0,1,1,0,-0.035486759
1,0,1,1,1,0,0.93745269
0,0,1,1,1,0,1.25486556
0,0,0,1,1,0,1.55157759
0,0,0,1,1,0,0.30952723
0,0,0,1,1,0,1.406671715
1,0,1,1,1,0,1.26176584
0,0,0,1,1,0,1.192763042
0,0,0,1,1,0,0.551037022
0,0,1,1,1,0,0.827048213
0,0,0,1,1,0,1.661982067
0,0,0,1,1,0,1.24796528
0,0,0,1,1,0,1.220364161
0,0,1,1,1,0,0.171521635
0,0,0,1,1,0,1.192763042
1,0,1,1,1,0,0.792546815
0,0,0,1,1,0,0.764945695
0,0,0,1,1,0,0.723544017
1,,,1,1,0,1.165161923
0,0,1,1,1,0,1.668882347
0,0,0,1,1,0,0.868449892
0,0,1,1,1,0,-0.090688997
1,1,1,1,1,0,1.482574792
1,0,0,1,1,0,0.751145136
0,0,1,0,1,0,0.226723873
0,0,0,1,1,0,1.641281227
0,0,0,1,1,0,0.882250452
0,0,0,1,1,0,1.579178709
0,0,0,1,1,0,1.061657726
1,0,1,1,1,0,1.082358565
1,0,1,1,1,0,1.316968078
1,0,0,1,,0,-0.92562285
0,0,0,1,1,0,-0.849719773
1,0,1,1,1,0,1.434272834
0,0,,1,1,0,1.413571995
0,0,0,1,1,0,1.25486556
1,1,1,1,1,0,0.661441499
0,0,1,1,1,0,1.282466679
0,0,0,1,1,0,1.351469477
0,0,1,1,1,0,1.496375352
0,0,0,1,1,0,0.723544017
0,0,1,1,1,0,1.372170316
1,0,1,1,1,0,1.144461083
0,0,1,1,1,0,1.661982067
0,0,1,1,1,0,0.771845975
0,0,0,1,1,0,0.771845975
1,0,0,1,0,1,1.096159125
1,0,0,1,1,0,0.675242058
,0,0,1,1,0,-0.987725368
1,1,0,1,1,0,-0.594409421
0,0,0,1,1,0,0.509635344
0,0,0,1,1,0,0.364729468
0,0,0,1,1,0,0.636351668
0,0,0,1,1,0,0.889150732
0,0,0,1,1,0,1.441173114
0,0,0,1,1,0,1.385970876
0,0,0,1,1,0,1.344569197
0,0,0,1,1,0,0.992654928
1,0,0,1,1,0,-0.677212778
1,0,0,1,1,0,1.25486556
,,1,1,1,0,0.971954089
0,0,0,1,1,0,0.61313954
0,0,0,1,1,0,1.158261643
0,0,0,1,1,0,0.909851571
0,0,0,1,1,0,1.178962482
1,0,1,1,1,0,0.406131147
0,0,1,1,1,1,0.744244856
1,0,0,1,1,0,0.544136743
0,0,0,1,1,0,0.999555208
,0,0,1,0,0,-0.573708582
0,0,0,1,1,0,1.220364161
1,0,0,1,1,0,1.441173114
0,0,0,1,1,0,1.475674513
1,0,0,1,1,0,-0.152791515
1,0,0,1,1,0,1.027156327
1,0,1,1,1,0,0.495834784
0,1,1,1,1,0,0.716643737
0,0,0,1,1,0,0.909851571
1,0,0,1,1,0,-0.056187598
0,0,0,1,1,0,0.440632546
0,0,0,1,1,0,0.512146631
1,0,1,1,1,0,1.537777031
0,0,1,1,1,0,1.399771435
1,0,0,1,1,0,0.116319396
0,0,1,1,0,0,-0.256295712
1,0,1,1,1,0,1.413571995
1,0,1,1,1,0,1.330768637
1,1,0,1,1,0,0.861549612
0,0,0,1,1,0,0.295726671
1,0,1,1,1,1,1.109959684
1,1,1,1,1,0,0.847749053
0,0,0,1,1,0,0.94435297
1,0,1,1,1,0,0.792546815
1,1,0,1,1,0,0.571737862
1,1,1,1,1,0,0.958153529
0,0,0,1,1,0,1.510175912
0,0,0,1,1,0,1.316968078
0,0,1,1,1,0,-0.918722571
0,0,0,1,1,0,1.178962482
1,0,1,1,1,0,1.413571995
0,0,1,1,1,0,0.61313954
1,1,0,1,1,0,1.303167518
1,0,0,1,1,0,0.695942898
1,0,1,1,1,0,0.94435297
1,0,0,0,1,1,1.275566399
1,0,0,1,1,0,0.971954089
1,0,1,1,1,0,0.571737862
0,0,0,1,1,0,1.151361363
0,1,1,1,1,0,1.123760244
1,1,1,1,1,0,-0.035486759
0,0,0,1,1,0,0.668341779
0,0,0,1,1,0,1.385970876
1,1,1,0,0,1,0.350928909
0,0,1,1,1,0,1.040956887
0,0,1,0,1,0,0.861549612
0,0,0,1,1,0,1.013355768
,0,0,1,0,0,0.61313954
1,1,0,1,1,0,0.847749053
0,0,0,1,1,0,0.226723873
0,0,0,1,1,0,1.303167518
1,0,1,1,1,0,-0.352899629
0,0,0,1,1,0,1.013355768
1,0,1,1,0,0,-0.104489557
0,1,0,1,1,0,-0.201093474
0,0,1,0,1,1,0.116319396
1,1,1,1,1,,1.109959684
,0,1,1,1,0,1.027156327
1,0,1,1,1,0,0.999555208
1,1,0,0,0,1,0.958153529
1,1,0,1,1,0,1.468774233
0,0,1,1,1,0,1.523976471
0,0,0,1,1,0,1.579178709
1,1,1,1,0,0,1.344569197
0,1,,0,1,1,0.723544017
0,0,0,1,1,0,0.557937302
0,0,1,1,1,0,0.985754648
,0,0,1,0,1,0.833948493
0,0,0,1,1,0,0.185322194
1,1,1,1,1,0,0.820147934
0,0,,1,1,0,0.571737862
1,0,0,1,1,0,0.61313954
1,0,0,1,1,0,-0.035486759
0,0,0,1,1,0,0.94435297
0,0,0,1,1,0,0.820147934
0,0,0,1,1,0,1.441173114
,0,0,1,1,0,1.192763042
0,0,0,1,1,0,1.23416472
1,0,0,1,1,0,1.040956887
0,0,0,1,1,0,0.806347374
1,0,1,1,1,0,0.889150732
0,0,1,1,1,0,0.958153529
0,0,1,1,1,0,1.496375352
1,0,0,1,1,0,0.502735064
0,0,1,0,0,0,1.137560804
0,0,1,1,1,0,1.178962482
,0,1,1,1,0,1.537777031
1,0,0,1,1,0,-0.090688997
1,0,0,1,1,0,0.419931707
0,0,0,1,1,0,0.902951291
0,0,0,1,1,0,0.6269401
0,0,1,1,1,0,1.358369756
0,1,1,1,1,0,0.806347374
0,0,1,1,0,0,0.847749053
0,0,0,1,1,0,0.488934504
0,0,1,1,1,0,1.109959684
0,0,0,1,1,0,1.399771435
0,0,1,1,1,0,0.544136743
0,0,0,1,1,0,-0.642711379
0,0,1,1,1,0,0.378530028
0,0,1,1,1,0,1.206563601
0,0,0,1,1,0,0.30952723
0,0,1,1,1,0,0.00591492
0,0,1,1,0,0,0.502735064
0,0,1,1,1,0,-0.214894033
,,1,,1,0,0.847749053
,0,1,1,1,0,0.820147934
1,0,0,1,1,0,0.419931707
0,0,1,1,1,0,0.401742155
,0,1,1,1,0,0.171521635
0,0,1,1,1,0,1.344569197
0,0,0,1,1,0,-0.228694593
0,0,1,1,1,0,0.088718277
0,0,1,1,1,0,-0.532306903
0,0,1,1,0,0,0.488934504
0,0,0,1,1,0,0.93055241
0,0,1,1,1,0,0.682142338
0,0,0,1,1,0,0.318938798
1,1,0,1,0,0,0.916751851
0,0,1,1,1,0,0.470744953
0,0,0,1,1,0,-2.602390837
0,0,1,1,1,0,0.668341779
0,0,1,1,1,0,0.695942898
0,0,1,1,1,0,1.013355768
0,0,1,1,1,0,0.723544017
0,0,1,1,1,0,0.971954089
1,0,0,1,1,0,0.902951291
0,0,1,1,1,0,0.6269401
0,0,0,1,1,0,-0.021686199
0,0,1,1,1,0,0.778746255
0,0,1,1,1,0,0.047316598
0,1,0,0,0,1,1.040956887
0,0,0,1,1,0,0.6269401
0,0,0,1,1,0,0.93055241
0,0,0,1,1,0,0.033516039
0,0,0,1,1,0,-0.504705784
0,0,1,1,1,,1.468774233
0,0,1,1,0,0,0.958153529
0,0,1,,1,0,0.295726671
0,0,0,1,1,0,1.206563601
0,0,,1,1,0,0.392330587
0,0,0,1,1,0,-0.794517535
0,0,1,1,1,0,0.958153529
0,0,1,1,1,0,0.682142338
0,0,1,1,1,0,1.275566399
0,0,1,1,1,0,0.792546815
0,0,0,1,1,0,1.137560804
0,0,1,1,1,0,-0.118290116
0,0,0,1,1,0,0.682142338
0,0,0,1,1,0,1.082358565
0,0,1,1,1,0,0.378530028
0,0,1,1,1,0,0.61313954
0,0,1,1,1,0,1.510175912
0,0,1,1,1,0,-0.187292914
0,0,1,1,1,0,1.082358565
0,0,1,1,1,0,0.433732266
0,0,1,1,1,0,-0.132090676
0,0,1,1,1,0,1.137560804
0,0,1,1,1,0,0.488934504
0,0,1,1,1,0,0.87096118
0,0,0,1,1,0,0.985754648
0,0,1,1,1,0,0.001525928
0,0,1,1,1,0,0.622551108
0,1,0,1,1,0,0.212923313
0,0,1,1,0,1,-0.766916415
0,0,0,1,1,0,1.289366959
0,0,1,1,1,0,-0.891121451
0,0,1,1,1,0,1.634380948
0,0,1,1,1,0,-0.601309701
0,0,1,1,1,0,-0.394301307
0,0,0,1,1,0,1.137560804
0,0,0,1,1,0,0.6269401
0,0,1,1,1,0,0.263736559
0,0,0,1,1,0,0.374141036
0,0,,0,1,0,-2.450584681
0,0,1,1,1,0,1.158261643
1,1,0,1,1,0,1.441173114
0,0,0,1,1,0,0.040416319
0,0,1,1,1,0,0.019715479
0,0,1,1,1,0,1.054757446
0,0,1,1,1,0,-0.746215576
0,0,1,1,1,0,0.015326487
0,0,1,1,1,0,1.061657726
0,0,0,1,1,0,0.539747751
1,1,1,1,1,0,1.103059405
0,0,1,1,1,0,-0.035486759
1,1,0,1,1,0,0.764945695
1,,0,1,1,0,0.199122754
0,0,0,1,0,0,0.199122754
0,0,0,1,0,0,0.801958382
0,0,1,1,1,0,1.123760244
1,1,0,1,1,1,0.036027327
0,0,1,1,1,0,1.185862762
0,0,1,1,1,0,0.187833482
,,,1,1,0,0.440632546
0,0,0,1,1,0,1.372170316
0,0,1,1,1,0,1.089258845
,0,1,1,1,0,-0.518506343
0,0,1,1,1,0,-0.649611659
0,0,1,1,1,0,0.226723873
0,0,1,1,1,1,0.484545512
0,0,1,1,1,0,0.544136743
0,0,1,1,1,0,0.215434601
,1,0,1,1,0,-0.32529851
0,0,0,0,0,1,-2.077969573
0,0,1,0,,,-0.263195992
0,0,0,1,1,0,0.157721075
0,0,1,1,1,0,-2.381581884
0,0,0,1,1,0,-0.842819493
0,0,1,1,1,0,0.0128152
0,0,1,1,1,0,0.965053809
0,1,0,1,1,0,0.32332779
0,0,1,1,1,0,0.254324992
0,0,1,1,1,0,-0.01478592
0,0,0,1,1,0,-0.173492354
,0,1,1,1,0,0.318938798
0,0,0,1,1,0,0.737344576
0,0,1,1,1,0,0.896051011
0,0,0,0,0,1,0.87096118
0,0,1,1,1,0,0.916751851
0,1,1,1,1,0,-0.697913618
1,1,0,1,1,0,0.882250452
0,0,0,1,1,0,1.275566399
0,0,1,1,1,0,0.875350172
0,0,1,1,1,0,-0.808318094
0,0,1,1,1,0,0.999555208
0,0,1,1,1,0,1.075458286
0,0,1,1,1,0,-0.173492354
0,0,1,1,1,0,1.303167518
,1,1,1,1,0,-0.056187598
1,1,1,1,1,0,0.530336183
0,0,1,1,1,0,0.063628446
0,0,0,0,1,0,0.525947191
1,1,0,1,1,0,1.385970876
0,0,1,1,1,0,0.199122754
0,0,1,1,1,0,-0.504705784
1,1,1,1,1,0,0.764945695
0,0,1,1,1,0,0.440632546
0,0,1,1,1,0,0.709743457
0,0,1,1,1,0,0.833948493
0,1,0,1,1,0,-0.00788564
0,0,1,1,1,0,0.63384038
0,,1,1,1,0,0.909851571
0,0,1,1,0,0,0.916751851
1,0,0,1,1,0,1.034056607
0,0,0,1,1,0,0.25683628
0,0,1,1,1,0,-0.711714177
0,0,1,1,1,0,1.337668917
1,1,0,1,1,0,0.167132643
1,1,1,1,1,0,1.013355768
0,0,0,0,1,0,0.047316598
1,1,1,1,1,0,0.840848773
0,0,1,1,1,0,0.847749053
0,0,1,1,1,0,-0.049287318
0,1,1,1,1,0,0.31642751
0,0,0,1,1,0,0.364729468
1,1,1,1,1,0,0.971954089
0,1,1,1,1,0,1.25486556
0,0,1,1,1,0,0.854649333
1,1,1,1,1,0,1.130660524
0,0,1,1,1,0,0.902951291
0,0,0,1,0,1,1.206563601
0,0,1,1,1,0,0.240524432
0,0,0,1,,0,0.249936
0,0,1,1,1,0,0.143920515
0,0,1,1,1,0,0.971954089
0,0,1,1,1,0,-0.076888438
0,0,1,0,1,,0.751145136
0,0,1,1,1,0,-0.380500748
0,0,1,1,1,0,-0.532306903
,0,1,0,1,0,0.778746255
0,0,1,1,1,0,0.902951291
0,0,0,1,1,0,0.650152227
0,0,1,1,1,0,0.222334881
0,0,1,1,1,0,0.180933202
0,0,1,1,0,1,0.723544017
0,0,1,1,1,0,0.792546815
0,0,1,1,1,0,0.387941595
0,0,1,1,1,0,-0.546107462
0,0,1,0,1,0,0.171521635
0,0,1,1,1,0,0.654541219
0,0,1,,1,1,0.861549612
0,0,1,1,0,1,0.157721075
0,0,1,1,1,0,-0.94632369
0,0,1,1,1,0,0.047316598
0,0,1,1,1,0,0.668341779
0,0,1,1,0,1,0.116319396
0,0,1,1,1,0,0.401742155
0,0,1,1,1,0,-0.61511026
0,0,0,1,1,0,1.427372554
0,0,1,1,1,0,1.192763042
,0,1,1,1,0,0.985754648
0,0,1,1,1,0,0.226723873
0,0,0,1,1,0,0.585538421
1,0,0,0,1,0,0.074917718
0,0,1,1,1,0,1.068558006
0,0,1,1,1,0,0.833948493
0,0,1,1,1,0,0.143920515
0,0,1,1,0,1,-0.753115856
0,0,1,1,1,0,1.013355768
0,0,0,1,1,0,0.695942898
0,0,1,1,1,0,-0.421902426
0,0,1,1,1,0,0.985754648
0,0,1,1,1,0,0.502735064
0,0,1,1,1,0,0.93055241
1,1,1,1,1,0,-0.228694593
0,0,1,1,1,0,-0.104489557
1,0,1,1,1,0,-0.863520332
0,0,1,1,1,0,0.061117158
0,0,1,1,1,0,0.263736559
0,0,1,0,1,0,-0.270096271
0,0,0,0,0,1,0.55354831
0,0,1,1,0,1,0.751145136
0,0,1,1,1,0,0.488934504
0,0,1,1,1,0,1.427372554
0,0,1,1,1,0,1.441173114
0,0,1,1,1,0,0.792546815
0,0,1,1,1,0,0.889150732
1,,,1,1,0,0.902951291
0,0,1,1,1,0,1.068558006
0,0,1,1,1,0,-0.00788564
0,0,0,1,1,0,1.303167518
0,0,1,1,1,,1.178962482
0,0,1,1,0,0,0.764945695
0,0,1,1,1,0,-0.518506343
0,0,1,1,1,0,-0.214894033
0,0,1,1,0,0,-0.725514737
0,0,1,1,1,0,0.033516039
1,1,1,1,1,0,0.861549612
0,0,1,1,0,0,0.999555208
0,0,1,1,0,1,-0.270096271
0,0,1,1,0,1,0.654541219
0,0,1,1,1,0,0.378530028
0,0,1,1,1,0,0.429343274
0,0,1,1,1,0,1.178962482
0,0,1,1,1,0,1.178962482
0,0,1,1,1,0,1.23416472
0,0,0,1,1,0,1.413571995
0,0,0,1,1,0,1.330768637
0,0,1,1,1,0,1.372170316
0,0,1,1,1,0,1.220364161
0,0,1,1,1,0,0.833948493
0,0,1,1,1,0,0.663952787
0,0,1,1,,0,1.109959684
0,0,0,1,1,0,0.429343274
0,0,1,1,1,0,0.93055241
0,0,1,1,1,0,-0.504705784
0,0,1,1,1,0,-2.395382443
0,0,1,1,1,0,-0.573708582
0,0,1,1,1,0,-0.076888438
0,0,1,1,1,0,0.875350172
0,0,1,1,1,0,0.85716062
0,0,1,1,1,0,0.985754648
0,0,,1,1,1,1.192763042
0,0,1,1,1,0,0.185322194
0,0,1,1,1,0,1.372170316
0,0,0,1,1,0,0.599338981
0,0,1,1,1,0,1.523976471
0,0,1,1,1,0,1.289366959
0,0,1,0,,1,1.192763042
0,0,1,0,1,0,-0.753115856
0,0,1,1,1,0,0.695942898
0,0,1,1,1,0,1.24796528
0,0,1,1,1,0,1.523976471
0,0,1,1,1,0,-0.684113058
0,0,1,1,1,0,1.289366959
0,0,1,1,1,0,1.385970876
0,0,1,1,1,0,1.178962482
0,0,1,1,1,0,1.24796528
0,0,1,1,1,0,1.510175912
0,0,1,1,1,0,0.806347374
0,0,1,1,1,0,0.484545512
0,0,0,1,1,0,-0.076888438
0,0,1,1,1,0,-0.394301307
0,0,1,1,1,0,0.056728166
0,0,1,1,1,0,0.668341779
0,0,,1,1,0,1.330768637
0,0,0,1,1,0,-0.201093474
0,0,1,1,1,0,1.482574792
0,0,0,1,1,0,1.220364161
0,0,1,1,1,0,0.143920515
0,0,1,1,1,0,-0.159691795
0,0,1,1,1,0,-0.477104665
0,0,1,1,1,0,1.413571995
0,0,1,1,1,0,1.413571995
0,0,1,1,1,0,0.6269401
0,0,1,1,1,0,0.019715479
0,0,1,1,1,0,0.530336183
0,,1,1,0,1,1.220364161
1,0,0,1,1,0,0.958153529
0,0,,1,1,0,1.109959684
0,0,1,1,1,0,1.109959684
0,0,0,1,1,0,1.358369756
0,0,0,0,1,1,1.537777031
0,0,1,1,1,0,1.441173114
0,0,1,1,1,0,1.096159125
0,0,1,1,1,0,0.392330587
0,0,1,1,0,0,1.027156327
0,0,1,1,1,0,1.468774233
0,0,1,1,1,0,0.153332083
0,0,1,1,1,0,0.070528726
0,0,0,1,1,0,-0.532306903
0,0,1,1,1,0,1.23416472
0,0,1,1,1,0,0.268125551
0,0,1,1,1,0,0.723544017
0,0,1,1,1,0,1.344569197
0,0,1,1,1,0,1.040956887
0,0,0,0,0,1,1.482574792
0,0,0,1,1,0,0.406131147
0,0,1,1,1,0,0.470744953
0,0,0,1,1,0,0.222334881
0,0,,1,1,0,0.636351668
0,0,1,1,1,0,0.6269401
0,0,1,0,1,0,0.640740659
0,0,1,1,1,0,1.082358565
0,0,1,1,1,0,1.634380948
0,0,1,1,1,0,1.316968078
0,0,1,1,1,0,1.413571995
0,0,1,1,1,0,1.468774233
0,0,1,1,1,0,1.358369756
0,0,1,1,1,0,1.606779828
0,0,1,1,0,1,1.56537815
0,0,1,1,1,0,1.344569197
0,0,1,1,1,0,1.068558006
0,0,1,1,1,0,-0.863520332
1,0,1,1,1,0,-0.201093474
0,0,1,1,1,0,0.447532826
0,0,1,1,1,0,1.23416472
0,0,1,1,1,0,0.157721075
0,0,1,1,1,0,0.305138238
0,0,1,1,1,0,-0.546107462
0,0,1,1,0,1,-0.256295712
0,0,1,1,1,0,0.875350172
0,0,1,1,1,0,-0.490905224
0,0,1,1,1,0,1.123760244
0,0,1,1,1,0,-0.801417814
0,0,1,1,1,0,0.088718277
0,0,1,1,1,0,0.277537119
0,0,1,1,1,0,0.063628446
0,0,1,1,1,0,0.281926111
0,0,1,1,1,0,0.551037022
0,0,1,1,0,0,0.001525928
0,0,1,1,1,0,0.764945695
0,0,1,0,1,0,0.346539917
0,0,1,1,1,0,0.456944393
0,0,1,1,1,0,0.516535623
0,0,1,1,1,0,0.088718277
0,0,1,1,1,0,-0.049287318
0,0,1,1,1,0,-0.31149795
0,0,1,1,1,0,0.539747751
0,0,0,0,1,1,0.760556704
0,0,1,1,1,0,-0.104489557
0,0,1,1,1,0,0.719155025
0,0,1,1,1,0,0.477645233
0,0,1,1,1,0,-0.173492354
0,0,1,1,1,0,0.581149429
0,0,1,1,1,0,0.889150732
0,0,1,1,1,0,0.958153529
0,0,1,1,1,0,0.233624153
0,0,1,1,1,0,0.820147934
0,0,1,1,1,0,0.909851571
0,0,1,1,1,0,0.074917718
0,0,1,1,1,0,0.378530028
0,0,1,1,1,0,0.226723873
0,0,1,1,1,0,0.171521635
0,0,0,1,1,0,0.226723873
0,0,0,1,1,0,0.226723873
0,0,1,1,1,0,-0.063087878
0,0,1,1,1,0,0.222334881
0,0,0,1,1,0,0.447532826
0,0,1,1,1,0,-0.835919213
0,0,1,1,1,0,0.084329285
0,0,1,1,1,0,0.958153529
0,0,1,1,1,0,-0.00788564
0,0,1,1,1,0,-0.021686199
0,0,1,1,1,0,0.392330587
0,0,1,1,1,0,0.157721075
0,0,0,1,1,0,0.357829189
0,0,1,1,1,0,-0.463304105
0,0,1,1,1,0,-0.352899629
,0,1,1,1,0,-0.573708582
,0,1,1,1,0,0.795058102
0,0,1,1,1,0,0.820147934
0,0,1,1,1,0,0.61313954
0,0,1,1,1,0,0.226723873
0,0,1,1,1,0,-0.145891235
0,0,1,1,1,0,0.353440197
0,0,1,1,1,0,0.419931707
0,0,1,1,1,0,0.488934504
0,0,1,1,1,0,0.143920515
0,0,,1,1,0,0.916751851
0,0,1,0,1,1,0.737344576
0,0,0,1,1,0,0.00591492
0,0,1,1,0,0,0.30952723
0,0,1,1,1,0,0.047316598
,0,1,1,1,0,-0.021686199
0,0,1,1,1,0,0.806347374
0,0,1,1,1,0,0.019715479
0,0,1,1,1,0,0.337128349
0,0,1,1,1,0,-0.684113058
0,0,1,1,1,0,0.001525928
0,0,1,1,1,0,0.054216878
0,0,1,1,1,0,-0.076888438
0,0,1,1,0,1,-0.152791515
0,0,1,1,1,0,0.406131147
0,0,1,0,0,1,-0.394301307
,0,0,1,1,0,-0.421902426
0,0,1,1,1,0,-0.973924809
0,0,1,1,1,0,-0.31149795
0,0,1,1,1,0,0.387941595
0,0,1,1,1,0,-0.063087878
,0,1,1,1,0,0.25683628
0,0,1,1,1,0,0.732955584
0,0,0,1,0,0,-0.490905224
0,,0,1,1,0,-0.132090676
0,0,0,1,1,0,0.143920515
0,0,1,1,0,0,0.406131147
0,0,1,1,1,0,-0.601309701
0,0,1,1,1,0,-0.739315296
0,0,1,1,1,0,-0.270096271
0,0,1,0,1,0,0.737344576
0,0,1,1,1,0,0.833948493
0,0,1,1,1,0,1.020256047
0,0,1,1,1,0,0.350928909
0,0,1,1,1,0,-0.145891235
0,0,1,1,0,1,0.277537119
0,0,1,1,1,,-0.822118654
