w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2stdtotal
0,0,0,1,1,0,0.827166771
0,0,0,1,1,0,0.685359622
0,0,0,1,1,0,0.91225106
0,0,0,1,1,0,1.082419638
1,0,0,1,1,0,0.959520109
0,0,0,1,1,0,0.779897721
0,0,0,1,1,0,1.129688688
1,1,0,1,1,0,0.647544382
1,1,0,1,1,0,1.025696779
0,0,0,1,1,0,0.571913903
0,0,0,1,1,0,0.91225106
0,0,0,1,1,0,0.987881539
1,0,0,1,1,0,0.987881539
0,0,0,1,1,0,1.176957737
0,0,0,1,0,1,1.044604399
1,1,0,1,1,0,0.817712961
0,0,0,1,1,0,0.515191044
0,1,0,1,1,1,0.571913903
0,0,0,1,1,0,0.817712961
1,0,0,1,1,0,0.836620581
0,0,0,1,1,0,0.978427729
1,0,1,1,1,1,0.335568655
0,0,0,0,1,1,0.354476275
1,0,0,1,1,0,-0.713804245
1,0,1,0,1,0,0.420652944
1,0,0,1,1,0,0.382837705
1,0,1,1,1,0,0.92170487
0,0,0,1,0,1,0.073049022
0,0,0,1,1,0,0.770443911
1,1,1,1,1,0,0.023592928
0,0,1,1,1,0,0.203215316
0,0,1,1,1,0,0.94061249
1,0,1,1,1,0,0.363930085
0,0,0,1,1,0,0.467921994
0,0,1,1,1,0,0.401745325
0,0,0,1,0,1,0.042500548
1,0,1,1,1,0,-0.997418543
1,1,0,1,1,0,0.704267242
0,0,1,1,1,0,1.366033936
0,0,0,1,1,0,0.88388963
0,0,0,1,1,0,0.373383895
0,0,1,1,1,0,0.089769597
1,0,1,1,1,0,-0.052037551
0,0,0,1,1,0,0.846074391
1,0,0,1,1,0,0.042500548
1,0,1,1,1,0,0.524644853
0,0,0,1,1,0,0.250484366
1,0,1,1,0,0,0.091956642
1,0,0,1,1,0,0.186494741
1,1,1,1,0,0,0.184307697
0,0,0,1,1,0,0.250484366
1,0,0,1,1,1,0.968973919
1,0,1,,1,0,0.014139118
1,0,1,1,1,0,0.515191044
0,0,0,1,1,0,-0.18439089
1,0,0,1,1,0,0.089769597
,,1,1,1,0,0.526831898
0,0,0,1,1,0,-0.364013278
0,0,0,1,1,0,0.014139118
1,0,,1,1,0,0.439560564
0,0,0,1,1,0,-0.080398981
1,0,0,1,1,0,0.146492457
1,0,0,1,1,0,-0.978510923
1,0,,1,1,0,-0.354559469
1,0,1,1,1,0,-0.326198039
0,0,0,1,1,1,0.411199134
1,0,0,1,0,0,-0.18439089
1,,1,1,1,0,-0.108760411
0,0,0,1,1,0,0.647544382
0,0,0,1,1,0,0.553006283
0,0,0,1,1,0,-0.411282328
0,0,0,1,1,0,0.751536291
0,0,0,1,1,0,0.439560564
0,0,0,1,0,1,0.335568655
0,0,0,1,1,0,0.742082481
0,0,1,1,1,0,0.316661035
0,0,0,1,1,0,-0.335651849
0,0,0,1,1,0,0.94061249
0,0,0,1,1,,-0.23165994
0,0,0,0,1,0,-0.401828518
0,0,,0,0,1,-0.070945171
0,0,0,1,1,0,0.193761506
0,0,0,1,1,0,-0.477458997
1,0,0,1,1,0,0.742082481
1,1,1,1,1,0,1.072965828
0,0,0,0,1,1,-0.392374708
0,0,0,1,1,0,0.392291515
1,0,1,1,1,0,0.609729143
1,0,0,1,1,0,0.628636763
0,0,0,0,0,1,0.118131027
0,0,0,1,1,0,-0.666535196
1,0,1,1,1,0,0.638090572
0,0,0,1,1,0,0.335568655
1,0,0,1,1,0,-0.382920898
0,0,0,0,1,,-0.685442816
0,0,0,1,1,0,-0.449097568
0,0,0,1,1,0,-0.042583741
0,0,0,1,1,0,0.155946267
0,0,0,1,1,0,0.165400077
0,0,0,1,1,0,-0.940695683
0,0,0,1,1,0,0.543552473
0,0,0,1,1,0,0.562460093
0,0,1,1,1,0,0.621369997
0,0,1,1,1,0,-0.364013278
0,,1,1,1,0,0.647544382
0,0,0,1,1,1,1.025696779
0,,0,1,1,0,-0.17493708
1,0,1,1,1,0,-0.468005187
0,0,0,1,1,0,0.92170487
0,0,0,1,1,0,-0.392374708
0,0,0,1,1,0,0.562460093
0,0,0,1,1,0,-0.449097568
1,0,0,1,1,0,-0.127668031
0,0,1,1,1,0,-0.099306601
0,0,0,0,1,0,0.401745325
0,0,0,1,1,0,0.033046738
0,0,0,1,1,0,0.288299606
1,0,1,1,1,0,0.706454286
1,0,1,1,1,0,-0.278928989
1,1,0,1,1,0,0.564647137
0,0,0,1,1,0,-0.817796154
0,0,0,1,1,0,-0.524728047
1,0,0,,1,0,0.363930085
1,0,1,1,1,0,0.044687592
1,0,1,1,1,0,0.394478559
1,0,0,1,1,0,0.420652944
0,0,0,0,0,1,-0.288382799
0,0,0,1,1,0,0.307207225
1,0,1,1,1,0,0.649731427
1,0,0,1,1,0,0.694813432
0,0,0,1,1,0,0.269391986
1,0,0,1,1,0,-0.014222312
0,0,0,1,1,0,0.091956642
0,0,0,1,1,0,0.581367713
0,0,0,0,1,1,0.061408168
0,0,0,1,1,0,0.155946267
0,0,0,1,1,0,0.288299606
0,0,0,1,1,0,0.515191044
,,,1,1,0,0.89334344
0,0,0,1,1,0,0.602462377
0,0,0,0,0,1,0.685359622
0,0,0,1,0,1,0.609729143
1,0,1,1,1,0,0.042500548
0,0,0,1,1,0,-0.070945171
1,0,1,1,1,0,0.354476275
1,0,0,1,1,0,-0.18439089
0,0,0,1,1,0,0.467921994
0,0,0,1,1,0,-0.496366617
1,0,1,1,1,,0.649731427
1,0,1,1,1,0,-0.505820427
1,0,0,1,1,0,-2.41549003
0,0,0,1,1,0,0.354476275
0,0,0,1,1,0,-0.468005187
0,0,0,1,1,0,0.505737234
1,0,1,1,1,0,0.732628672
0,0,0,1,1,0,1.120234878
0,0,0,1,1,0,0.534098663
1,0,0,1,1,0,0.326114845
0,0,0,1,1,0,-0.18439089
0,0,0,1,1,0,0.382837705
0,0,0,1,1,0,0.694813432
0,0,0,1,1,0,-0.17493708
0,0,0,1,1,0,0.203215316
0,0,1,0,1,0,0.571913903
0,0,0,1,1,0,0.118131027
0,0,1,1,0,1,0.063595212
0,0,1,1,1,0,0.92170487
0,0,1,1,1,1,-0.23165994
0,0,0,1,0,0,-0.061491361
0,0,1,1,1,0,-0.052037551
1,0,0,1,1,0,0.628636763
0,0,0,1,1,0,1.252588217
0,0,0,1,1,0,0.411199134
1,0,0,1,1,0,-0.817796154
0,0,0,1,1,0,0.798805341
1,0,1,1,1,0,0.543552473
0,0,0,0,1,1,-0.004768502
0,0,0,1,1,0,0.203215316
0,0,0,1,1,0,0.505737234
0,0,0,1,1,0,0.044687592
0,0,0,1,1,0,0.968973919
0,0,0,1,1,0,0.704267242
0,0,0,0,1,1,-0.449097568
0,0,0,1,1,0,0.555193328
0,0,0,1,1,0,0.004685308
0,0,0,1,0,0,0.347209509
0,0,0,1,1,0,0.723174862
0,0,0,1,1,0,-0.430189948
0,0,0,1,1,0,0.137038647
0,0,0,1,1,0,0.723174862
0,0,0,1,1,0,0.628636763
0,0,0,1,1,0,0.023592928
0,0,0,1,1,0,-0.16548327
0,0,0,1,1,0,0.647544382
0,0,1,1,0,1,0.193761506
0,0,0,1,1,0,0.127584837
0,0,0,1,1,0,0.129771881
0,0,0,1,1,0,0.609729143
0,0,0,1,0,1,-0.628719956
0,0,0,1,1,0,0.9500663
0,0,1,1,1,0,-0.638173766
0,0,0,1,1,0,1.186411547
1,0,1,1,1,0,0.619182953
1,0,0,1,0,0,-0.666535196
0,0,0,1,1,0,-0.042583741
0,0,0,1,1,0,0.089769597
0,0,1,1,1,0,0.051954358
0,0,0,1,1,0,0.685359622
0,0,0,1,1,0,0.155946267
0,0,0,1,1,0,0.581367713
0,0,0,1,0,0,0.439560564
0,0,0,1,1,0,1.139142498
0,0,0,1,1,0,0.87443582
0,0,0,1,1,0,1.101327258
0,0,0,1,1,0,0.968973919
0,0,0,1,1,0,0.723174862
0,0,0,0,0,1,1.101327258
0,0,0,1,0,0,0.817712961
1,0,0,1,1,0,-0.486912807
0,0,0,1,1,0,1.120234878
0,0,0,1,1,0,0.836620581
0,0,1,1,0,0,0.798805341
0,0,0,1,1,0,0.458468184
0,0,0,1,1,0,1.252588217
0,0,1,1,1,0,0.231576746
0,0,0,1,1,0,0.8555282
0,0,0,1,1,0,0.93115868
0,0,0,1,1,0,1.101327258
0,0,0,1,1,0,1.082419638
0,0,0,1,0,0,0.987881539
0,0,0,1,1,0,0.779897721
,,0,1,1,0,1.176957737
0,0,0,0,1,0,0.382837705
0,0,0,1,1,0,0.987881539
0,0,0,1,1,0,0.534098663
0,0,0,1,1,0,0.987881539
0,0,0,1,1,0,0.89334344
0,0,0,1,1,0,0.534098663
0,0,0,1,1,0,0.401745325
0,0,0,1,1,0,0.836620581
0,0,0,1,1,0,1.082419638
0,0,0,1,1,0,0.779897721
0,0,0,0,1,0,0.968973919
0,0,1,0,1,1,0.647544382
0,0,0,1,1,0,0.8555282
,0,0,1,1,0,1.082419638
0,0,0,1,1,0,0.723174862
0,0,0,1,1,0,0.987881539
0,0,0,1,1,0,1.158050118
1,0,1,1,1,0,0.9500663
0,0,0,1,1,0,0.553006283
0,0,0,0,1,0,0.420652944
0,0,0,1,1,0,1.101327258
0,0,0,1,1,0,0.590821523
0,0,1,1,1,0,1.290403456
0,0,0,1,1,0,1.063512019
0,0,0,1,1,1,0.628636763
0,0,0,1,1,0,0.269391986
0,0,0,1,1,0,0.628636763
0,0,0,1,1,1,1.082419638
0,0,0,0,1,1,0.628636763
0,0,0,1,1,0,1.063512019
0,0,0,1,1,0,0.8555282
0,0,0,1,1,0,0.779897721
0,0,0,0,0,1,0.89334344
0,,,1,1,0,0.9500663
0,0,0,1,1,0,0.496283424
0,0,0,1,1,0,1.176957737
0,0,0,1,1,0,0.987881539
0,0,0,1,1,0,0.968973919
0,0,0,1,1,1,0.8555282
1,0,0,1,1,1,0.91225106
1,0,0,1,1,0,1.063512019
0,0,0,1,1,0,1.044604399
0,0,0,1,1,0,1.044604399
0,0,0,0,1,0,0.91225106
0,0,0,1,1,0,0.968973919
0,0,,1,1,0,0.685359622
0,0,0,1,1,0,0.590821523
0,0,0,0,1,1,1.139142498
0,0,0,1,1,0,-0.430189948
0,0,0,1,1,0,0.628636763
0,0,0,1,1,0,0.91225106
0,0,0,1,1,0,0.93115868
1,0,0,1,1,0,0.87443582
1,0,1,1,1,0,0.401745325
0,0,0,1,1,0,0.817712961
0,0,0,1,1,0,0.760990101
0,0,0,1,1,0,1.044604399
0,0,0,1,1,0,0.515191044
0,0,0,1,1,0,0.742082481
0,0,0,1,1,0,0.647544382
0,0,0,1,1,0,0.760990101
1,0,1,1,1,0,0.779897721
0,0,0,0,1,0,-0.127668031
0,0,0,1,1,,1.082419638
1,0,0,1,1,0,0.87443582
0,0,0,1,1,0,1.158050118
0,0,0,1,1,0,1.006789159
0,0,0,1,1,0,0.968973919
0,,0,1,1,0,-0.18439089
0,0,0,1,1,0,-2.207506212
0,0,0,0,1,0,0.401745325
0,0,0,1,1,0,0.666452002
1,0,1,1,1,0,0.987881539
0,0,0,1,1,0,0.628636763
0,0,0,0,1,1,-0.22220613
1,0,1,1,1,0,-0.070945171
1,0,0,1,0,0,0.779897721
0,0,0,1,1,0,0.439560564
0,0,0,1,1,0,0.534098663
0,0,0,1,,0,0.534098663
0,0,0,1,0,0,0.250484366
1,0,1,1,1,0,-0.14657565
1,0,1,1,1,0,0.640277617
1,0,1,1,1,0,0.760990101
1,0,1,1,1,0,1.139142498
0,0,0,1,1,0,0.836620581
0,0,1,1,1,0,1.044604399
1,,1,1,1,0,-0.18439089
0,0,1,0,0,1,1.158050118
1,0,1,1,1,0,-0.997418543
1,0,0,1,1,0,0.193761506
1,0,0,1,1,0,0.817712961
0,0,0,1,0,1,0.87443582
0,0,,1,1,0,0.678092856
0,0,0,1,1,0,0.723174862
0,0,0,1,1,0,0.760990101
0,0,0,1,1,1,0.609729143
0,0,1,1,1,0,0.836620581
1,0,1,1,1,0,0.345022465
0,0,0,1,1,0,0.345022465
1,0,1,1,1,0,1.139142498
0,0,0,1,1,0,-0.16548327
0,0,0,1,1,0,0.477375804
0,0,1,1,1,0,0.231576746
0,0,,0,1,0,-0.20329851
1,0,0,1,0,0,0.571913903
0,0,0,1,1,0,0.742082481
0,,0,1,0,0,0.534098663
0,0,0,1,1,0,0.742082481
,0,0,1,0,0,-0.638173766
0,0,0,1,1,0,-0.033129931
0,0,0,,1,0,-0.24111375
0,0,0,1,1,0,0.704267242
0,0,1,1,0,1,1.139142498
0,0,0,0,,,0.26212522
0,0,0,1,1,0,0.704267242
0,0,0,0,1,0,-0.14657565
0,0,0,1,1,0,-0.619266146
0,0,0,1,1,0,0.553006283
1,0,1,0,1,0,0.590821523
0,0,0,1,1,0,0.571913903
1,0,0,1,1,0,0.534098663
1,0,1,1,1,0,1.063512019
1,0,0,1,1,0,0.420652944
1,,,1,1,0,0.137038647
0,0,1,1,1,0,-0.505820427
0,0,0,1,1,0,0.534098663
0,0,1,,1,0,-2.604566228
0,0,0,1,1,0,0.345022465
,0,0,1,1,0,-0.449097568
0,0,0,1,1,0,0.647544382
1,0,1,1,1,0,0.678092856
0,0,0,1,1,0,0.9500663
0,0,0,1,1,0,0.496283424
1,0,1,1,1,0,-0.16548327
1,0,1,1,1,1,0.345022465
1,0,0,1,1,0,0.099223407
,0,1,1,1,0,0.609729143
0,0,0,1,1,0,0.999522394
1,0,1,1,1,0,0.507924278
,0,1,1,1,0,-0.278928989
1,0,1,1,1,0,0.496283424
1,0,0,1,1,0,-0.978510923
1,0,1,1,1,0,0.534098663
,0,0,1,1,0,-3.171794823
1,0,1,1,1,0,-0.411282328
0,0,0,1,1,0,0.609729143
0,0,0,1,1,0,0.89334344
0,0,0,1,1,0,0.155946267
0,,,1,1,0,0.987881539
,0,0,1,1,0,-0.260021369
0,0,0,1,1,0,1.214772977
0,0,0,1,1,0,0.987881539
0,0,0,0,1,0,0.439560564
0,0,1,1,1,0,1.176957737
0,0,0,1,1,0,0.760990101
0,0,0,1,1,0,-2.094060493
1,0,0,1,1,0,0.91225106
1,0,1,1,1,0,1.233680597
1,0,0,1,1,0,1.252588217
0,0,0,1,1,0,0.666452002
0,0,0,1,1,0,0.401745325
0,0,0,1,0,,0.93115868
0,0,0,1,1,0,0.250484366
0,0,0,1,1,0,0.93115868
0,0,0,0,0,1,1.176957737
0,0,0,0,1,0,0.760990101
0,0,0,1,1,0,0.9500663
1,0,1,1,1,0,0.93115868
0,0,0,1,1,0,1.082419638
0,0,0,1,1,0,0.836620581
0,0,0,0,1,0,0.93115868
,0,0,1,1,0,0.93115868
0,0,0,1,1,0,0.647544382
0,0,0,1,1,0,0.515191044
1,0,1,1,1,0,1.101327258
1,0,1,1,1,0,0.91225106
0,0,0,1,1,0,0.628636763
1,0,1,1,1,0,1.006789159
0,0,0,1,1,0,1.139142498
0,0,0,1,1,0,0.93115868
0,0,0,1,0,1,1.120234878
0,,0,1,0,1,1.176957737
0,0,0,1,1,0,1.290403456
0,0,0,1,1,0,1.006789159
0,0,1,1,1,0,1.101327258
1,0,0,1,1,0,0.9500663
1,0,0,1,1,0,0.968973919
0,0,0,1,1,0,0.93115868
0,0,0,1,1,0,1.120234878
1,0,1,1,1,0,0.420652944
1,0,1,1,1,0,0.798805341
0,0,0,1,1,0,1.366033936
1,0,0,0,0,1,0.89334344
0,0,0,1,1,0,1.195865357
0,0,0,1,1,0,0.9500663
1,0,1,1,1,0,1.044604399
,0,0,0,1,0,0.534098663
0,0,0,1,,0,1.139142498
0,0,0,0,1,0,0.420652944
1,0,0,1,1,0,1.063512019
1,0,1,1,1,0,-0.657081386
0,0,1,0,1,1,0.099223407
1,0,1,1,1,0,1.214772977
0,0,0,0,1,0,0.779897721
1,0,0,1,1,1,0.8555282
0,0,0,1,1,0,0.8555282
0,0,0,1,1,0,1.233680597
0,0,0,1,1,0,1.195865357
1,0,1,1,1,0,1.120234878
0,0,0,1,1,0,0.91225106
1,0,1,1,1,0,0.288299606
0,0,0,1,1,0,1.214772977
0,0,1,1,1,0,0.099223407
0,0,0,1,1,0,0.89334344
0,0,0,1,1,0,0.89334344
0,0,0,1,1,0,1.044604399
0,0,0,1,1,0,0.571913903
0,0,0,1,1,0,1.252588217
0,0,0,1,1,0,1.233680597
0,0,0,1,1,0,0.628636763
1,0,1,1,1,0,-0.070945171
0,0,0,1,1,0,0.647544382
0,0,0,1,1,0,0.439560564
0,0,0,0,1,1,0.685359622
0,0,0,1,1,0,0.742082481
0,0,0,1,1,0,0.779897721
0,0,1,1,1,0,0.212669126
0,0,0,1,1,0,-0.789434725
0,0,0,1,1,0,1.025696779
0,0,,1,1,0,0.231576746
0,0,0,1,0,0,0.704267242
1,0,0,1,1,0,0.968973919
0,0,0,1,1,0,0.666452002
0,0,0,1,1,0,0.250484366
0,0,0,1,1,0,1.101327258
0,,0,1,1,0,0.054141402
0,0,0,1,0,0,0.87443582
0,0,0,1,1,0,0.647544382
1,0,1,1,1,0,0.817712961
1,0,0,1,1,0,0.779897721
0,0,0,1,1,0,1.063512019
0,0,0,0,,,0.723174862
1,0,1,0,0,1,0.779897721
0,0,0,1,1,0,1.006789159
0,0,0,0,1,0,0.363930085
0,0,0,1,1,0,0.571913903
0,0,0,1,1,0,0.91225106
0,0,,1,1,0,0.231576746
0,0,0,1,1,0,0.110864262
,0,0,1,1,0,0.817712961
0,0,0,1,1,0,0.099223407
0,0,0,1,1,0,0.968973919
0,0,0,1,1,0,0.628636763
1,0,1,1,1,0,0.798805341
0,0,1,1,1,0,0.779897721
0,0,0,1,1,0,0.534098663
0,0,0,1,1,0,0.571913903
0,0,0,1,1,0,0.779897721
0,0,0,1,1,0,0.685359622
0,0,0,1,1,0,0.8555282
0,0,0,1,1,0,0.836620581
0,0,0,1,1,0,0.798805341
0,0,0,0,1,1,1.063512019
0,0,0,0,1,0,1.044604399
0,0,1,1,1,0,0.798805341
0,0,,1,1,0,0.89334344
0,0,0,1,1,0,0.742082481
0,0,0,1,1,0,0.496283424
0,0,0,1,1,0,0.628636763
0,0,0,1,1,0,-0.316744229
0,0,0,1,1,0,0.477375804
0,0,0,1,1,1,0.89334344
0,0,0,1,1,0,0.553006283
0,0,0,1,1,0,0.401745325
0,0,0,1,1,0,0.836620581
0,0,0,1,1,0,0.496283424
0,0,0,1,1,0,0.685359622
0,0,0,1,1,0,0.987881539
0,0,0,1,1,0,0.534098663
0,0,0,1,1,0,0.647544382
1,0,0,1,1,0,0.8555282
0,0,0,1,1,0,0.968973919
1,0,1,1,1,0,0.9500663
0,0,0,1,1,0,0.779897721
0,0,0,1,1,0,1.082419638
0,0,0,1,1,0,1.006789159
0,0,0,1,1,0,0.685359622
0,0,0,1,1,0,0.987881539
,0,0,1,1,0,0.212669126
,0,0,1,1,0,0.269391986
0,0,0,0,1,1,0.760990101
0,0,0,0,1,1,0.515191044
0,0,0,1,1,0,0.91225106
0,0,1,1,1,0,0.798805341
0,0,1,1,1,0,0.836620581
0,0,0,0,1,1,0.590821523
0,0,0,1,1,0,1.082419638
0,0,0,1,1,0,1.101327258
0,0,0,1,1,0,1.063512019
,0,0,1,1,0,0.326114845
0,0,0,1,1,0,0.836620581
0,0,0,1,1,0,0.609729143
0,0,0,1,1,0,1.158050118
0,0,0,1,1,0,1.176957737
0,0,0,1,1,0,0.779897721
0,0,0,1,1,0,1.006789159
0,0,0,1,1,0,0.91225106
0,0,0,1,1,0,0.477375804
0,0,0,0,1,0,0.345022465
0,0,0,1,1,0,0.250484366
1,0,0,0,1,0,0.507924278
0,0,0,1,1,0,0.061408168
0,0,0,1,0,1,1.120234878
0,0,1,1,1,0,0.968973919
0,0,0,1,1,0,-0.770527105
0,0,0,1,1,0,0.836620581
0,0,0,1,1,0,0.87443582
0,0,1,1,0,0,-0.260021369
0,0,0,0,0,1,-0.411282328
0,0,0,1,1,0,0.174853887
0,0,0,1,1,0,0.715908096
0,0,0,1,1,0,0.723174862
0,0,0,1,1,0,0.023592928
0,0,0,0,1,0,0.798805341
0,0,0,1,1,0,0.87443582
0,0,0,1,1,0,0.779897721
1,,0,0,1,0,1.006789159
0,0,0,1,1,0,0.515191044
0,0,0,0,1,1,0.817712961
0,0,0,1,1,0,0.93115868
0,0,0,1,1,0,0.9500663
0,0,0,1,1,0,0.968973919
0,0,0,1,1,0,0.571913903
0,0,0,1,1,0,0.779897721
0,0,0,1,1,0,0.836620581
0,0,0,1,1,0,0.666452002
0,0,1,,1,0,-0.24111375
,0,0,1,1,0,0.073049022
0,0,1,1,1,0,0.155946267
,0,1,1,1,0,-0.505820427
0,0,,1,1,0,0.836620581
0,0,0,1,1,0,1.063512019
0,0,0,1,1,0,0.704267242
1,0,1,1,1,0,0.89334344
0,0,0,1,1,0,0.798805341
0,0,0,1,1,0,0.193761506
1,0,1,1,1,0,-0.108760411
0,0,0,1,1,0,0.798805341
1,0,1,1,1,0,0.571913903
0,0,0,1,1,0,0.382837705
0,0,0,1,1,0,0.647544382
0,0,1,1,1,0,0.987881539
0,0,0,1,1,0,0.231576746
0,0,0,1,,0,-0.089852791
0,0,0,1,1,0,-2.33985955
,0,1,1,1,0,0.583554757
0,0,0,0,,,0.798805341
0,0,0,1,1,0,-0.865065204
0,0,0,1,1,0,0.87443582
0,0,0,1,1,0,-0.033129931
0,0,0,1,1,0,0.798805341
0,0,0,1,1,0,0.174853887
0,0,0,1,1,0,0.9500663
0,0,0,1,1,0,-0.354559469
0,0,0,1,1,0,0.534098663
0,0,0,1,1,0,-0.18439089
0,0,0,1,1,0,0.817712961
0,0,0,0,1,0,0.458468184
0,0,0,1,1,0,0.798805341
1,0,0,1,1,0,-2.925995765
0,0,0,1,1,0,0.080315788
1,0,1,1,1,0,-0.014222312
0,0,0,1,1,0,0.148679501
1,1,1,1,1,0,0.345022465
0,0,0,1,0,0,0.590821523
0,0,0,0,1,1,-0.335651849
0,0,0,0,1,1,0.798805341
1,0,1,1,1,,0.269391986
0,0,0,1,1,0,0.666452002
0,0,0,1,1,0,-0.127668031
0,0,0,1,1,0,0.723174862
1,0,1,1,1,0,0.91225106
0,0,0,1,0,1,-0.732711865
1,0,1,1,1,0,0.413386179
0,0,0,1,1,0,0.042500548
0,0,1,0,1,0,-0.543635667
0,0,0,,1,0,-0.449097568
0,0,0,1,1,,0.496283424
0,0,0,1,1,0,0.609729143
0,0,1,1,1,0,-0.694896625
,0,1,1,1,0,0.987881539
0,0,0,1,1,0,-0.883972824
0,0,0,1,1,0,0.836620581
0,0,0,0,1,1,0.023592928
0,0,0,1,1,0,0.363930085
0,0,,1,1,0,1.120234878
1,0,1,1,1,0,-0.638173766
0,0,1,0,1,0,0.477375804
0,0,0,1,1,0,0.545739518
0,0,0,1,1,0,0.477375804
1,0,1,1,1,0,0.609729143
1,0,1,1,1,0,0.534098663
0,0,0,1,0,1,0.621369997
0,0,0,1,1,0,0.93115868
0,0,0,1,1,0,0.659185237
,0,1,1,1,0,0.2432176
0,0,0,0,1,1,-0.20329851
0,0,0,0,1,0,-2.453305269
1,0,0,1,1,0,0.93115868
0,0,0,1,1,0,0.186494741
0,0,0,1,1,0,0.496283424
1,0,0,1,1,0,0.193761506
1,0,1,1,1,0,-0.052037551
0,0,0,1,1,0,0.609729143
1,1,1,1,1,0,-0.543635667
0,0,0,1,1,0,0.193761506
1,0,1,1,1,0,0.723174862
0,0,0,1,1,0,-2.831457666
0,0,0,,1,0,-0.468005187
1,0,1,1,1,0,0.798805341
1,0,0,1,1,0,0.647544382
0,0,0,0,1,0,1.025696779
0,0,0,1,1,0,0.91225106
0,0,0,1,1,0,0.89334344
0,0,0,1,1,0,0.87443582
,0,0,1,1,0,1.082419638
0,0,0,1,1,0,1.139142498
0,0,1,1,1,0,1.271495837
0,0,0,1,1,0,0.9500663
0,0,1,1,1,0,1.176957737
0,0,0,1,1,0,0.9500663
0,0,0,1,1,0,1.082419638
0,0,0,1,1,0,1.063512019
0,0,0,1,1,0,0.704267242
0,0,1,1,1,0,1.176957737
0,0,1,1,1,0,0.87443582
1,0,1,1,1,0,1.028041991
0,0,0,1,1,0,1.410805096
0,0,0,1,1,0,1.517978766
0,0,0,1,1,0,0.95148937
1,0,1,1,1,0,0.905557797
0,0,1,1,1,0,1.012731466
1,1,1,1,0,0,0.568726264
1,0,1,1,1,0,1.043352515
1,0,1,1,1,0,0.645278885
1,0,1,1,1,0,1.073973563
0,0,0,1,1,0,0.936178845
1,1,0,1,1,0,0.354378925
0,0,1,1,1,0,0.55341574
0,0,1,1,1,0,1.089284088
0,0,0,1,1,0,0.813694651
1,0,0,1,1,0,0.599347312
0,0,1,1,1,0,0.170652634
1,,1,1,1,0,0.323757876
1,0,1,1,1,0,0.384999973
1,0,1,1,1,0,0.369689449
0,0,0,1,1,0,0.476863119
0,0,1,1,1,0,1.012731466
1,0,1,1,1,0,-0.196799947
1,0,1,1,1,0,0.094100013
1,0,1,1,1,0,-0.120247326
1,0,0,1,1,0,0.078789489
0,0,1,1,1,0,0.185963158
0,0,0,1,1,0,0.078789489
,0,0,1,1,0,-0.518320956
0,0,1,1,1,0,0.008257731
1,0,1,1,1,0,-0.258042044
0,0,0,1,1,0,0.391020837
1,0,1,1,1,0,0.03887878
0,0,1,1,1,0,-0.947015634
1,0,1,1,1,0,-0.625494626
1,0,1,1,1,0,0.176673498
0,0,0,1,1,0,0.712541846
0,0,0,1,1,0,0.926889185
0,0,0,0,0,1,0.605368176
0,0,0,1,1,0,-2.324962815
1,0,1,1,1,0,0.859626224
1,0,1,1,1,0,0.813694651
0,0,0,1,1,0,0.798384127
0,0,1,1,1,0,0.95148937
0,0,0,1,1,0,0.783073603
0,0,1,1,1,0,0.308447352
1,0,1,1,0,0,0.95148937
0,0,1,1,1,0,-0.656115674
0,0,0,0,1,0,0.513505031
0,0,1,0,1,0,0.482883982
0,0,0,1,1,0,-0.855152489
1,0,0,1,1,1,-0.227420996
0,0,0,1,1,0,0.645278885
0,0,0,1,1,0,0.957510233
0,0,0,1,1,0,0.161362973
1,0,1,1,1,0,0.231894731
0,0,0,1,1,0,0.452262934
0,0,0,1,1,,0.813694651
1,0,1,1,1,0,0.660589409
0,0,0,1,1,0,0.936178845
0,0,0,1,1,0,0.73714203
0,0,0,1,1,0,0.73714203
0,0,0,1,1,0,-0.227420996
0,0,1,1,1,0,1.028041991
0,0,1,1,0,1,1.028041991
0,0,0,1,1,0,0.905557797
0,0,1,1,0,0,0.323757876
1,0,1,1,1,0,-0.196799947
1,0,1,1,1,0,0.850336564
0,0,0,1,1,0,-2.095304951
0,0,0,1,1,0,-0.074315754
0,0,0,1,1,0,-0.212110472
1,0,0,1,1,0,1.227078806
0,0,0,1,1,0,0.032857916
0,0,1,1,1,0,0.04816844
1,0,1,1,1,0,0.706520982
0,0,1,0,1,1,0.629968361
0,0,0,1,1,0,0.293136828
1,0,1,1,1,0,-0.64080515
1,0,1,1,1,0,-0.809220916
0,0,0,1,1,0,-2.478068057
0,0,0,1,0,1,-2.125926
1,0,1,1,1,0,0.247205255
0,0,0,1,1,0,-0.273352568
1,0,1,1,1,0,-0.334594665
1,0,1,1,1,0,1.487357717
0,0,0,1,1,0,1.012731466
1,0,0,0,1,1,0.294850512
0,0,0,1,1,0,0.951945938
0,0,0,1,1,0,0.581276723
0,0,0,1,1,0,0.732914129
1,0,0,1,1,0,0.379093515
1,0,1,1,1,0,0.682368327
0,0,0,1,1,0,0.429639317
0,0,1,1,1,0,0.395942116
0,0,1,1,1,0,0.834005733
0,0,0,1,1,0,0.210607508
0,0,0,1,1,0,0.530730921
0,0,0,1,1,0,-0.025272901
0,0,0,1,1,0,0.429639317
0,0,0,1,1,0,0.49703372
1,0,1,1,1,0,0.362244914
0,0,1,0,0,1,0.74976273
